INCIDENT NUMBER,SHOOTING TYPE,INCIDENT DATE,INCIDENT YEAR,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO LOCATION,HANDLING UNIT ID,HANDLING UNIT NAME,HIT SHOOTING,NON HIT SHOOTING,ANIMAL SHOOTING,OTHER SHOOTING,UNINTENTIONAL DISCHARGE,WARNING SHOT,APPROX_LATITUDE,APPROX_LONGITUDE
1000259,5,10/01/2014 08:30:00 AM,2014,1400 W. MCKINLEY AVENUE,POMONA,CA,91768,2008,"1400 W. MCKINLEY AVENUE
POMONA, CA 91768
(34.082047, -117.770335)",ATD,ALTADENA STN,,,,,1,,34.082047,-117.770335
1000527,1,02/13/2014 04:57:00 PM,2014,19100 ELBERLAND STREET,West Covina,CA,91792,2910,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",WAL,WALNUT/SAN DIMAS STN,1,,,,,,34.009463,-117.88471
1001015,2,01/21/2017 04:32:00 PM,2017,600 S. WOODS AVENUE,EAST LOS ANGELES,CA,90022,0286,"600 S. WOODS AVENUE
EAST LOS ANGELES, CA 90022
(34.025147, -118.157006)",ELA,EAST LA STN,,1,,,,,34.025147,-118.157006
1000501,1,10/27/2014 04:10:00 PM,2014,14400 DOWNEY AVE,PARAMOUNT,CA,90723,1365,"14400 DOWNEY AVE
PARAMOUNT, CA 90723
(33.902299, -118.151397)",LKD,LAKEWOOD STN,1,,,,,,33.902299,-118.151397
1000031,3,07/17/2010 03:40:00 PM,2010,17200 TWYLA JANE LANE,RIVERSIDE,CA,92504,0399,"17200 TWYLA JANE LANE
RIVERSIDE, CA 92504
(33.843461, -117.360648)",MCB,MAJOR CRIMES BUREAU,,,1,,,,33.843461,-117.360648
1000069,3,11/13/2011 08:45:00 AM,2011,W. 99TH STREET AND NORMANDIE AVENUE,LOS ANGELES,CA,90044,0371,"W. 99TH STREET AND NORMANDIE AVENUE
LOS ANGELES, CA 90044
(33.94594699346365147291, -118.30027000081825015538)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.945946993463651,-118.30027000081825
1000130,3,06/20/2013 04:40:00 PM,2013,11400 CARSON STREET,LAKEWOOD,CA,90715,1327,"11400 CARSON STREET
LAKEWOOD, CA 90715
(33.83149200531601299517, -118.09006993468125895749)",LKD,LAKEWOOD STN,,,1,,,,33.831492005316013,-118.090069934681259
1000209,5,05/03/2012 04:11:00 PM,2012,14400 DOWNEY AVENUE,PARAMOUNT,CA,90723,1365,"14400 DOWNEY AVENUE
PARAMOUNT, CA 90723
(33.902299, -118.151397)",LKD,LAKEWOOD STN,,,,,1,,33.902299,-118.151397
1000339,1,02/11/2011 02:35:00 PM,2011,EAST 60 FREEWAY AND SANTA ANITA AVENUE,SOUTH EL MONTE,CA,91773,0562,"EAST 60 FREEWAY AND SANTA ANITA AVENUE
SOUTH EL MONTE, CA 91773
(34.03984599003456984008, -118.05171500598513576515)",TTCF,TWIN TOWERS CORRECTIONAL FACILITY,1,,,,,,34.03984599003457,-118.051715005985136
1000038,3,09/27/2010 07:28:00 PM,2010,14000 GARFIELD AVENUE,PARAMOUNT,CA,90723,1364,"14000 GARFIELD AVENUE
PARAMOUNT, CA 90723
(33.90751, -118.168824)",LKD,LAKEWOOD STN,,,1,,,,33.90751,-118.168824
1000122,3,03/25/2013 01:49:00 PM,2013,900 W. LAUREL STREET,COMPTON,CA,90220,2832,"900 W. LAUREL STREET
COMPTON, CA 90220
(33.892792, -118.238644)",COM,COMPTON STN,,,1,,,,33.892792,-118.238644
1000410,2,08/16/2012 01:40:00 AM,2012,W. 127TH STREET AND NORMANDIE AVENUE,LOS ANGELES,CA,90047,0377,"W. 127TH STREET AND NORMANDIE AVENUE
LOS ANGELES, CA 90047
(33.917363, -118.300408)",SLA,SOUTH LOS ANGELES STATION,,1,,,,,33.917363,-118.300408
1000499,1,10/04/2014 06:51:00 PM,2014,1100 E. 57TH STREET,LOS ANGELES,CA,90011,2172,"1100 E. 57TH STREET
LOS ANGELES, CA 90011
(33.991116, -118.256328)",CEN,CENTURY STN,1,,,,,,33.991116,-118.256328
1001241,1,08/16/2017 07:17:00 PM,2017,11600 SLATER STREET,LOS ANGELES,CA,90059,2131,"11600 SLATER STREET
LOS ANGELES, CA 90059
(33.929346, -118.252257)",CEN,CENTURY STN,1,,,,,,33.929346,-118.252257
1000591,5,11/01/2015 11:48:00 AM,2015,500 SUZANNE ROAD,WALNUT,CA,91789,2915,"500 SUZANNE ROAD
WALNUT, CA 91789
(34.02459, -117.849248)",WAL,WALNUT/SAN DIMAS STN,,,,,1,,34.02459,-117.849248
1000194,5,11/03/2010 10:50:00 PM,2010,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1414,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",IDT,INDUSTRY STN,,,,,1,,34.024565,-117.959871
1000329,2,11/11/2010 05:35:00 PM,2010,300 CLAUDE STREET,COMPTON,CA,90220,2836,"300 CLAUDE STREET
COMPTON, CA 90220
(33.886113, -118.225869)",OSS,OPERATION SAFE STREETS BUREAU,,1,,,,,33.886113,-118.225869
1000522,1,04/10/2015 03:31:00 AM,2015,8900 JUNIPER STREET,LOS ANGELES,CA,90002,2177,"8900 JUNIPER STREET
LOS ANGELES, CA 90002
(33.955608, -118.232838)",CEN,CENTURY STN,1,,,,,,33.955608,-118.232838
1000359,1,04/08/2011 06:04:00 PM,2011,100 EAST AVENUE R-4,PALMDALE,CA,93550,2611,"100 EAST AVENUE R-4
PALMDALE, CA 93550
(34.572503, -118.129322)",PLM,PALMDALE STN,1,,,,,,34.572503,-118.129322
1000313,1,03/06/2010 03:30:00 AM,2010,3800 FIRESTONE BLVD.,SOUTH GATE,CA,90280,2199,"3800 FIRESTONE BLVD.
SOUTH GATE, CA 90280
(33.953839, -118.202349)",CEN,CENTURY STN,1,,,,,,33.953839,-118.202349
1000046,3,01/06/2010 09:30:00 AM,2010,700 E. AVENUE H-13,LANCASTER,CA,93535,2619,"700 E. AVENUE H-13
LANCASTER, CA 93535
(34.704141, -118.117089)",PLM,PALMDALE STN,,,1,,,,34.704141,-118.117089
1001322,1,11/02/2017 04:30:00 PM,2017,2100 SHAUER STREET,WILLOWBROOK,CA,90222,2136,"2100 SHAUER STREET
WILLOWBROOK, CA 90222
(33.910983, -118.231595)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.910983,-118.231595
1000448,1,06/27/2013 05:44:00 AM,2013,1100 WEST ARBUTUS STREET,COMPTON,CA,90220,2811,"1100 WEST ARBUTUS STREET
COMPTON, CA 90220
(33.899185, -118.243131)",COM,COMPTON STN,1,,,,,,33.899185,-118.243131
1000220,5,10/29/2012 09:50:00 PM,2012,5100 CLARK AVENUE,LAKEWOOD,CA,90712,1300,"5100 CLARK AVENUE
LAKEWOOD, CA 90712
(33.851227, -118.133773)",LKD,LAKEWOOD STN,,,,,1,,33.851227,-118.133773
1000474,2,01/21/2014 02:40:00 PM,2014,300 MARGNOLIA STREET,COMPTON,CA,90220,2814,"300 MARGNOLIA STREET
COMPTON, CA 90220
(33.896936, -118.226488)",COM,COMPTON STN,,1,,,,,33.896936,-118.226488
1000267,5,11/26/2014 05:36:00 AM,2014,300 E. 130TH STREET,LOS ANGELES,CA,90061,2140,"300 E. 130TH STREET
LOS ANGELES, CA 90061
(33.914597, -118.269193)",OSS,OPERATION SAFE STREETS BUREAU,,,,,1,,33.914597,-118.269193
1000026,3,06/04/2010 09:42:00 PM,2010,400 MENDOCINO STREET,ALTADENA,CA,91001,0771,"400 MENDOCINO STREET
ALTADENA, CA 91001
(34.188691, -118.140965)",ALD,ALTADENA STN,,,1,,,,34.188691,-118.140965
1000222,5,01/27/2013 07:30:00 AM,2013,2200 SANTA ANITA CANYON ROAD,MONROVIA,CA,91016,2199,"2200 SANTA ANITA CANYON ROAD
MONROVIA, CA 91016
(34.180266, -118.024946)",SEB,SPECIAL ENFORCEMENT BUR,,,,,1,,34.180266,-118.024946
1001404,1,02/06/2018 10:00:00 PM,2018,5000 EAST 3RD STREET,EAST LOS ANGELES,CA,90022,0282,"5000 EAST 3RD STREET
EAST LOS ANGELES, CA 90022
(34.033441, -118.161978)",ELA,EAST LA STN,1,,,,,,34.033441,-118.161978
1001016,5,02/09/2017 04:00:00 AM,2017,200 WEST TEMPLE STREET,LOS ANGELES,CA,90012,2015,"200 WEST TEMPLE STREET
LOS ANGELES, CA 90012
(34.055489, -118.242085)",SIB,SHERIFF INFORMATION BUREAU,,,,,1,,34.055489,-118.242085
1000738,5,05/03/2016 09:15:00 PM,2016,11700 S. ALAMEDA STREET,CARSON,CA,90059,,"11700 S. ALAMEDA STREET
CARSON, CA 90059
(33.928209, -118.226926)",CSN,CARSON STN,,,,,1,,33.928209,-118.226926
1000084,3,05/17/2012 06:15:00 PM,2012,1700 144TH STREET,GARDENA,CA,90247,3603,"1700 144TH STREET
GARDENA, CA 90247
(33.900989, -118.30722)",COP,COPS BUREAU,,,1,,,,33.900989,-118.30722
1000320,2,10/19/2010 11:34:00 PM,2010,2900 60TH PLACE,HUNTINGTON PARK,CA,90255,0250,"2900 60TH PLACE
HUNTINGTON PARK, CA 90255
(33.986252, -118.217394)",ELA,EAST LA STN,,1,,,,,33.986252,-118.217394
1000356,1,07/21/2011 09:50:00 PM,2011,7300 SALT LAKE AVENUE,BELL GARDENS,CA,90201,0261,"7300 SALT LAKE AVENUE
BELL GARDENS, CA 90201
(33.970632, -118.201978)",ELA,EAST LA STN,1,,,,,,33.970632,-118.201978
1000232,5,08/08/2013 04:30:00 AM,2013,400 BAUCHET STREET,LOS ANGELES,CA,90012,0808,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",CST,COURT SERVICES TRANSPORTATION,,,,,1,,34.058657,-118.233016
1000095,3,07/31/2012 11:15:00 AM,2012,1500 W. 87TH STREET,LOS ANGELES,CA,90047,3661,"1500 W. 87TH STREET
LOS ANGELES, CA 90047
(33.959012, -118.302475)",NARCO,NARCOTICS BUREAU,,,1,,,,33.959012,-118.302475
1000291,1,02/26/2010 04:29:00 AM,2010,NORWALK BOULEVARD AND CAMBRIAN STREET,ARTESIA,CA,90701,1349,"NORWALK BOULEVARD AND CAMBRIAN STREET
ARTESIA, CA 90701
(33.85705101617263071594, -118.072289006107218075)",LKD,LAKEWOOD STN,1,,,,,,33.857051016172631,-118.072289006107218
1000445,1,05/11/2013 10:02:00 PM,2013,4100 WALNUT STREET,CUDAHY,CA,90201,0261,"4100 WALNUT STREET
CUDAHY, CA 90201
(33.969949, -118.195354)",ELA,EAST LA STN,1,,,,,,33.969949,-118.195354
1000075,3,02/01/2012 08:00:00 AM,2012,600 SAYBROOK AVENUE,EAST LOS ANGELES,CA,90022,0287,"600 SAYBROOK AVENUE
EAST LOS ANGELES, CA 90022
(34.018716, -118.1347)",ELA,EAST LA STN,,,1,,,,34.018716,-118.1347
1000254,5,09/02/2014 09:50:00 PM,2014,8800 LAS TUNAS DRIVE,TEMPLE CITY,CA,91780,0522,"8800 LAS TUNAS DRIVE
TEMPLE CITY, CA 91780
(34.103492, -118.077212)",TEM,TEMPLE CITY STN,,,,,1,,34.103492,-118.077212
1000314,1,10/01/2010 12:45:00 PM,2010,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",LCS,LANCASTER STN,1,,,,,,34.66809,-118.163453
1000364,1,04/04/2011 09:00:00 AM,2011,1300 92ND STREET AND ZAMORA AVENUE,LOS ANGELES,CA,90002,2176,"1300 92ND STREET AND ZAMORA AVENUE
LOS ANGELES, CA 90002
(33.95317990369353098323, -118.25156514081930052406)",CEN,CENTURY STN,1,,,,,,33.953179903693531,-118.251565140819301
1000021,3,04/28/2010 08:45:00 AM,2010,6900 RIVERRUN COURT,MIRA LOMA,CA,91752,0599,"6900 RIVERRUN COURT
MIRA LOMA, CA 91752
(33.962638, -117.549838)",TEM,TEMPLE CITY STN,,,1,,,,33.962638,-117.549838
1000367,1,12/01/2011 04:50:00 AM,2011,11400 PIONEER BLVD,NORWALK,CA,90650,0451,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.928331,-118.081753
1000087,3,06/05/2012 03:24:00 PM,2012,2400 E. 114TH STREET,LOS ANGELES,CA,90059,2135,"2400 E. 114TH STREET
LOS ANGELES, CA 90059
(33.93133, -118.229934)",CEN,CENTURY STN,,,1,,,,33.93133,-118.229934
1001100,2,04/09/2017 12:56:00 PM,2017,15700 MAPLEGROVE AVENUE,LA PUENTE,CA,91744,1440,"15700 MAPLEGROVE AVENUE
LA PUENTE, CA 91744
(34.045045, -117.939911)",IND,INDUSTRY STN,,1,,,,,34.045045,-117.939911
1000191,5,05/04/2010 09:35:00 PM,2010,400 BAUCHET STREET,LOS ANGELES,CA,90012,4300,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.05847326778588288016, -118.23296484497550072156)",TST,TRANSPORTATION BUREAU,,,,,1,,34.058473267785883,-118.232964844975501
1000495,1,08/10/2014 03:46:00 AM,2014,11800 MAIN STREET,LOS ANGELES,CA,90061,2199,"11800 MAIN STREET
LOS ANGELES, CA 90061
(33.926472, -118.273893)",CEN,CENTURY STN,1,,,,,,33.926472,-118.273893
1000679,1,01/14/2016 07:45:00 PM,2016,NATHAN HILL DRIVE AND SHANGRI-LA DRIVE,CANYON COUNTRY,CA,91351,0612,"NATHAN HILL DRIVE AND SHANGRI-LA DRIVE
CANYON COUNTRY, CA 91351
(34.419699, -118.46001)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.419699,-118.46001
1000684,1,02/14/2016 03:50:00 AM,2016,4800 WHITTIER BOULEVARD,LOS ANGELES,CA,90022,0294,"4800 WHITTIER BOULEVARD
LOS ANGELES, CA 90022
(34.02154, -118.1636)",ELA,EAST LA STN,1,,,,,,34.02154,-118.1636
1000105,3,10/31/2012 06:25:00 PM,2012,4000 165TH STREET,LAWNDALE,CA,90260,0334,"4000 165TH STREET
LAWNDALE, CA 90260
(33.881003, -118.343988)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.881003,-118.343988
1000150,3,10/13/2014 10:50:00 PM,2014,PLACERITA CANYON ROAD AND SIERRA HIGHWAY,SANTA CLARITA,CA,91321,0652,"PLACERITA CANYON ROAD AND SIERRA HIGHWAY
SANTA CLARITA, CA 91321
(34.37806699877820190697, -118.49419999375016099599)",SCV,SANTA CLARITA VALLEY STN,,,1,,,,34.378066998778202,-118.494199993750161
1000231,5,08/04/2013 09:20:00 PM,2013,300 S. WILLOWBROOK AVENUE,COMPTON,CA,90220,2811,"300 S. WILLOWBROOK AVENUE
COMPTON, CA 90220
(33.894766, -118.223992)",COM,COMPTON STN,,,,,1,,33.894766,-118.223992
1000310,1,07/09/2010 02:50:00 AM,2010,20400 SOLEDAD CANYON ROAD,CANYON COUNTRY,CA,91351,0610,"20400 SOLEDAD CANYON ROAD
CANYON COUNTRY, CA 91351
(34.421681, -118.491432)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.421681,-118.491432
1000943,1,12/17/2016 01:16:00 AM,2016,900 S LA VERNE AVENUE,LOS ANGELES,CA,90022,0284,"900 S LA VERNE AVENUE
LOS ANGELES, CA 90022
(34.021481, -118.162663)",ELA,EAST LA STN,1,,,,,,34.021481,-118.162663
1000528,1,06/01/2015 12:00:00 AM,2015,ORANGE LINE BUSWAY AND DENSMORE AVENUE,VAN NUYS,CA,91401,6713,"ORANGE LINE BUSWAY AND DENSMORE AVENUE
VAN NUYS, CA 91401
(34.186215, -118.477398)",TSB,TRANSIT SERVICES BUREAU,1,,,,,,34.186215,-118.477398
1000407,1,06/24/2012 12:34:00 PM,2012,2100 N. LONG BEACH BOULEVARD,COMPTON,CA,90221,2117,"2100 N. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.909965, -118.208887)",CEN,CENTURY STN,1,,,,,,33.909965,-118.208887
1000354,1,06/22/2011 04:30:00 AM,2011,1300 MATEO STREET,LOS ANGELES,CA,90021,2199,"1300 MATEO STREET
LOS ANGELES, CA 90021
(34.028682, -118.232214)",CAF,COMM & FLEET MGMT BUR,1,,,,,,34.028682,-118.232214
1000500,1,10/08/2014 12:58:00 AM,2014,OLYMPIC BLVD AND  FRASER AVENUE,EAST LOS ANGELES,CA,90022,0284,"OLYMPIC BLVD AND FRASER AVENUE
EAST LOS ANGELES, CA 90022
(34.01721798307304797605, -118.16292001415274344634)",ELA,EAST LA STN,1,,,,,,34.017217983073048,-118.162920014152743
1000128,3,05/30/2013 05:00:00 AM,2013,9400 HOLMES AVENUE,LOS ANGELES,CA,90002,2175,"9400 HOLMES AVENUE
LOS ANGELES, CA 90002
(33.95122, -118.240781)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.95122,-118.240781
1000073,3,01/24/2011 11:30:00 AM,2011,2600 PUNTA DEL ESTA DRIVE,HACIENDA HEIGHTS,CA,91745,1471,"2600 PUNTA DEL ESTA DRIVE
HACIENDA HEIGHTS, CA 91745
(33.984889, -117.953797)",IDT,INDUSTRY STN,,,1,,,,33.984889,-117.953797
1000315,2,10/03/2010 01:13:00 AM,2010,8200 SANTA MONICA BOULEVARD,WEST HOLLYWOOD,CA,90046,0975,"8200 SANTA MONICA BOULEVARD
WEST HOLLYWOOD, CA 90046
(34.09075, -118.367162)",WHD,WEST HOLLYWOOD STN,,1,,,,,34.09075,-118.367162
1000251,5,08/23/2014 09:10:00 PM,2014,400 CADBROOK DRIVE,LA PUENTE,CA,91744,1431,"400 CADBROOK DRIVE
LA PUENTE, CA 91744
(34.033092, -117.962448)",IDT,INDUSTRY STN,,,,,1,,34.033092,-117.962448
1000574,5,08/16/2015 12:45:00 PM,2015,900 SOUTH CENTRAL AVENUE,COMPTON,CA,90221,2831,"900 SOUTH CENTRAL AVENUE
COMPTON, CA 90221
(33.888318, -118.249988)",COM,COMPTON STN,,,,,1,,33.888318,-118.249988
1000250,5,07/04/2014 03:45:00 PM,2014,18000 SUNDOWNER WAY,CANYON COUNTRY,CA,91387,0631,"18000 SUNDOWNER WAY
CANYON COUNTRY, CA 91387
(34.421018, -118.449404)",PDC-SOUTH,PITCHESS DENTENTION CENTER SOUTH,,,,,1,,34.421018,-118.449404
1000917,5,11/14/2016 11:10:00 PM,2016,100 NORTH HUDSON AVENUE,INDUSTRY,CA,91744,1414,"100 NORTH HUDSON AVENUE
INDUSTRY, CA 91744
(34.025081, -117.959273)",IND,INDUSTRY STN,,,,,1,,34.025081,-117.959273
1000210,5,05/11/2012 10:50:00 AM,2012,600 N. WHITNALL HIGHWAY,BURBANK,CA,91505,0399,"600 N. WHITNALL HIGHWAY
BURBANK, CA 91505
(34.162008, -118.341583)",SLA,SOUTH LOS ANGELES STATION,,,,,1,,34.162008,-118.341583
1000371,1,12/28/2011 04:30:00 PM,2011,8800 OAK STREET,BELLFLOWER,CA,90706,1335,"8800 OAK STREET
BELLFLOWER, CA 90706
(33.884696, -118.144659)",LKD,LAKEWOOD STN,1,,,,,,33.884696,-118.144659
1000145,3,08/07/2014 10:00:00 AM,2014,1300 KINGS ROAD,PALMDALE,CA,93550,2612,"1300 KINGS ROAD
PALMDALE, CA 93550
(34.600541, -118.154853)",PLM,PALMDALE STN,,,1,,,,34.600541,-118.154853
1000399,1,05/05/2012 11:37:00 PM,2012,39600 167TH STREET,PALMDALE,CA,93591,1197,"39600 167TH STREET
PALMDALE, CA 93591
(34.601522, -117.832055)",LCS,LANCASTER STN,1,,,,,,34.601522,-117.832055
1000450,1,07/19/2013 11:43:00 AM,2013,6800 DUCHESS DR,WHITTIER,CA,90606,1575,"6800 DUCHESS DR
WHITTIER, CA 90606
(33.982453, -118.062603)",PRV,PICO RIVERA STN,1,,,,,,33.982453,-118.062603
1000278,5,05/24/2015 06:20:00 PM,2015,500 W. LANCASTER BOULEVARD,LANCASTER,CA,93534,1122,"500 W. LANCASTER BOULEVARD
LANCASTER, CA 93534
(34.698335, -118.136932)",LCS,LANCASTER STN,,,,,1,,34.698335,-118.136932
1000035,3,02/07/2011 12:15:00 PM,2011,8800 MARY AVENUE,LOS ANGELES,CA,90002,2174,"8800 MARY AVENUE
LOS ANGELES, CA 90002
(33.957243, -118.249816)",CEN,CENTURY STN,,,1,,,,33.957243,-118.249816
1000802,5,07/05/2016 05:50:00 AM,2016,44200 HEATON AVENUE,LANCASTER,CA,93534,1123,"44200 HEATON AVENUE
LANCASTER, CA 93534
(34.687346, -118.145581)",LCS,LANCASTER STN,,,,,1,,34.687346,-118.145581
1000468,1,11/01/2013 03:03:00 AM,2013,7400 JACKSON STREET,PARAMOUNT,CA,90723,1368,"7400 JACKSON STREET
PARAMOUNT, CA 90723
(33.885488, -118.169069)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.885488,-118.169069
1000280,5,06/10/2015 04:50:00 AM,2015,11200 DUNE STREET,NORWALK,CA,90650,0451,"11200 DUNE STREET
NORWALK, CA 90650
(33.921509, -118.094)",SEB,SPECIAL ENFORCEMENT BUR,,,,,1,,33.921509,-118.094
1000104,3,10/25/2012 05:00:00 AM,2012,8000 MORTON AVENUE,LOS ANGELES,CA,90001,2175,"8000 MORTON AVENUE
LOS ANGELES, CA 90001
(33.96628, -118.237966)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.96628,-118.237966
1000216,5,10/08/2012 08:45:00 PM,2012,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1434,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",IDT,INDUSTRY STN,,,,,1,,34.024565,-117.959871
1000348,2,03/29/2011 01:23:00 AM,2011,11800 S FIGUEROA STREET,LOS ANGELES,CA,90061,2140,"11800 S FIGUEROA STREET
LOS ANGELES, CA 90061
(33.926323, -118.282588)",CEN,CENTURY STN,,1,,,,,33.926323,-118.282588
1000182,3,07/15/2013 09:50:00 AM,2013,36500 DUNFORD AVENUE,LITTLEROCK,CA,93543,2614,"36500 DUNFORD AVENUE
LITTLEROCK, CA 93543
(34.545196, -117.972494)",PLM,PALMDALE STN,,,1,,,,34.545196,-117.972494
1000915,5,11/06/2016 08:25:00 AM,2016,12200 S. ATLANTIC AV,LYNWOOD,CA,92656,2117,"12200 S. ATLANTIC AV
LYNWOOD, CA 92656
(33.910909, -118.191757)",CEN,CENTURY STN,,,,,1,,33.910909,-118.191757
1001382,5,01/19/2018 09:23:00 PM,2018,400 BAUCHET STREET,LOS ANGELES,CA,90012,4300,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.061687, -118.236297)",CST,COURT SERVICES TRANSPORTATION,,,,,1,,34.061687,-118.236297
1000135,3,08/12/2013 11:54:00 AM,2013,38500 MALBY AVENUE,PALMDALE,CA,93550,2663,"38500 MALBY AVENUE
PALMDALE, CA 93550
(34.583381, -118.090535)",PLM,PALMDALE STN,,,1,,,,34.583381,-118.090535
1000019,3,04/03/2010 04:10:00 PM,2010,1200 S. OLEANDER AVENUE,COMPTON,CA,90220,2836,"1200 S. OLEANDER AVENUE
COMPTON, CA 90220
(33.884883, -118.22799)",COM,COMPTON STN,,,1,,,,33.884883,-118.22799
1000401,1,05/13/2012 09:03:00 PM,2012,GLENCOE STREET AND OLEANDER AVENUE,COMPTON,CA,90220,2836,"GLENCOE STREET AND OLEANDER AVENUE
COMPTON, CA 90220
(33.88148698554689992269, -118.22778000527531870975)",COM,COMPTON STN,1,,,,,,33.8814869855469,-118.227780005275319
1000323,1,08/21/2010 10:48:00 PM,2010,12000 CENTRAL AVENUE,LOS ANGELES,CA,90059,2140,"12000 CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.923716, -118.254326)",CEN,CENTURY STN,1,,,,,,33.923716,-118.254326
1000214,5,09/18/2012 05:45:00 AM,2012,14300 SYLVAN STREET,VAN NUYS,CA,91401,2199,"14300 SYLVAN STREET
VAN NUYS, CA 91401
(34.184662, -118.444354)",SEB,SPECIAL ENFORCEMENT BUR,,,,,1,,34.184662,-118.444354
1000243,5,03/25/2014 10:22:00 AM,2014,400 E. 95TH STREET,LOS ANGELES,CA,90003,4339,"400 E. 95TH STREET
LOS ANGELES, CA 90003
(33.950209, -118.267325)",CMB,CIVIL MANAGEMENT BUREAU,,,,,1,,33.950209,-118.267325
1000293,1,03/24/2010 12:14:00 AM,2010,3900 DOBINSON STREET,LOS ANGELES,CA,90063,0272,"3900 DOBINSON STREET
LOS ANGELES, CA 90063
(34.048984, -118.18256)",ELA,EAST LA STN,1,,,,,,34.048984,-118.18256
1000811,1,08/02/2016 09:00:00 PM,2016,31500 CASTAIC ROAD,CASTIAC,CA,91558,0674,"31500 CASTAIC ROAD
CASTIAC, CA 91558
(34.490701, -118.617673)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.490701,-118.617673
1000393,3,08/30/2015 05:45:00 PM,2015,MALIBU CANYON ROAD AND SEAVER WAY,MALIBU,CA,90265,1015,"MALIBU CANYON ROAD AND SEAVER WAY
MALIBU, CA 90265
(34.039084, -118.701768)",LHS,LOS HILLS STATION,,,1,,,,34.039084,-118.701768
1000136,3,08/17/2013 04:50:00 AM,2013,6000 CANYONSIDE ROAD,LA CRENSCENTA,CA,91214,1285,"6000 CANYONSIDE ROAD
LA CRENSCENTA, CA 91214
(34.244229, -118.224061)",CVS,CRESCENTA VALLEY STATION,,,1,,,,34.244229,-118.224061
1001243,3,08/21/2017 07:00:00 AM,2017,1000 N. EASTERN AVENUE,LOS ANGELES,CA,90063,,"1000 N. EASTERN AVENUE
LOS ANGELES, CA 90063
(34.050105, -118.170037)",TB,TRAINING BUREAU,,,1,,,,34.050105,-118.170037
1000496,1,08/18/2014 11:30:00 AM,2014,8800 ARTESIA BOULEVARD,BELLFLOWER,CA,90706,1335,"8800 ARTESIA BOULEVARD
BELLFLOWER, CA 90706
(33.874752, -118.14454)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.874752,-118.14454
1000012,3,01/19/2011 07:30:00 PM,2011,2200 CALIFORNIA AVENUE,MONROVIA,CA,91016,0582,"2200 CALIFORNIA AVENUE
MONROVIA, CA 91016
(34.12476, -117.996714)",TEM,TEMPLE CITY STN,,,1,,,,34.12476,-117.996714
1000778,5,05/31/2016 06:30:00 PM,2016,PICO VISTA ROAD AND CARRON DRIVE,PICO RIVERA,CA,90660,1515,"PICO VISTA ROAD AND CARRON DRIVE
PICO RIVERA, CA 90660
(33.979842, -118.083693)",PRV,PICO RIVERA STN,,,,,1,,33.979842,-118.083693
1000655,2,11/24/2015 01:40:00 PM,2015,1000 SAN GABRIEL BLVD.,ROSEMEAD,CA,91770,0535,"1000 SAN GABRIEL BLVD.
ROSEMEAD, CA 91770
(34.04036, -118.082721)",PRV,PICO RIVERA STN,,1,,,,,34.04036,-118.082721
1000894,1,10/04/2016 12:55:00 PM,2016,400 COLORADO AVENUE,SANTA MONICA,CA,90401,6637,"400 COLORADO AVENUE
SANTA MONICA, CA 90401
(34.013914, -118.492011)",TBS,TRANSIT BUREAU SOUTH,1,,,,,,34.013914,-118.492011
1000110,3,12/06/2012 12:01:00 PM,2012,8700 WEST BOULEVARD,PICO RIVERA,CA,90660,1510,"8700 WEST BOULEVARD
PICO RIVERA, CA 90660
(34.003989, -118.086864)",PRV,PICO RIVERA STN,,,1,,,,34.003989,-118.086864
1000114,3,02/26/2013 11:30:00 PM,2013,3500 55TH STREET,MAYWOOD,CA,90270,0250,"3500 55TH STREET
MAYWOOD, CA 90270
(33.992913, -118.203401)",ELA,EAST LA STN,,,1,,,,33.992913,-118.203401
