,CensusTract,name,category1,price,rating,review_count,city,zipcode,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,County
176,6037183401.0,The Taco Guy at Avenue 50 and Buchanan,Food Stands,$,5.0,1,Los Angeles,90042.0,66.9,14.3,1.2,0.0,16.7,0.0,50739.0,24312.0,9.3,Los Angeles
177,6037183620.0,Mar Y Sols Restaurant,American (Traditional),$,3.0,22,Los Angeles,90042.0,74.5,14.4,1.2,0.6,7.2,0.0,49286.0,18714.0,22.4,Los Angeles
178,6037183402.0,Thai Eagle Rox,Thai,$,3.0,333,Los Angeles,90041.0,48.9,21.4,0.2,0.0,26.6,0.4,44103.0,23844.0,22.0,Los Angeles
179,6037215101.0,Tropical Sno,Food Trucks,$,5.0,7,Los Angeles,90036.0,15.4,62.4,1.9,0.0,12.7,1.1,50442.0,41004.0,18.4,Los Angeles
184,6037121102.0,Tacos Eronga #1,Mexican,$,4.5,6,Los Angeles,91352.0,58.6,35.6,0.0,0.0,5.3,0.0,71382.0,24551.0,13.8,Los Angeles
185,6037700400.0,Baby's Badass Burgers,Burgers,$$,4.0,529,Los Angeles,90069.0,12.6,75.0,4.5,0.0,3.7,0.0,73206.0,67365.0,11.1,Los Angeles
187,6037531701.0,Tortas Ahogadas Ameca,Mexican,$,4.5,122,Los Angeles,90022.0,98.0,1.2,0.6,0.0,0.2,0.0,34337.0,13212.0,28.0,Los Angeles
188,6037530301.0,Cancun Ole,Latin American,$$,4.5,106,Los Angeles,90022.0,94.6,4.4,0.0,0.0,0.3,0.0,50469.0,15086.0,20.8,Los Angeles
189,6037183810.0,Gloria's Cuisine LA,Cafes,$$,4.5,293,Los Angeles,90042.0,82.3,9.1,0.8,0.0,7.5,0.0,35000.0,15842.0,31.2,Los Angeles
190,6037531800.0,Chronis' Famous Sandwich Shop,Hot Dogs,$,4.0,253,Los Angeles,90022.0,98.0,1.4,0.0,0.0,0.6,0.0,42083.0,12079.0,27.3,Los Angeles
191,6037204420.0,Guisados,Mexican,$,4.5,2122,Los Angeles,90033.0,91.7,3.0,2.4,0.0,2.3,0.0,19948.0,10748.0,49.3,Los Angeles
192,6037531701.0,Chili & Lemon Thai Cuisine,Thai,$$,4.0,71,Los Angeles,90022.0,98.0,1.2,0.6,0.0,0.2,0.0,34337.0,13212.0,28.0,Los Angeles
193,6037531702.0,Tamayo Restaurant,Mexican,$$,4.0,207,Los Angeles,90022.0,98.2,1.2,0.0,0.0,0.4,0.0,35859.0,14917.0,30.6,Los Angeles
194,6037530500.0,Moles La Tia,Mexican,$$,4.0,481,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
195,6037199800.0,Corn Man,Food Stands,$,4.5,720,Los Angeles,90031.0,62.9,0.9,0.0,0.0,35.5,0.0,29840.0,13095.0,30.1,Los Angeles
196,6037203900.0,Los Cinco Puntos,Delis,$,4.5,413,Los Angeles,90063.0,97.7,1.9,0.4,0.0,0.0,0.0,42109.0,14127.0,28.7,Los Angeles
197,6037531800.0,Mi Tierra Restaurant,Mexican,$,4.5,40,Los Angeles,90022.0,98.0,1.4,0.0,0.0,0.6,0.0,42083.0,12079.0,27.3,Los Angeles
198,6037530301.0,Los Molcajetes,Salvadoran,$,4.0,255,Los Angeles,90022.0,94.6,4.4,0.0,0.0,0.3,0.0,50469.0,15086.0,20.8,Los Angeles
199,6037532200.0,Pescaderia Danny's Cevicheria,Food Stands,$,4.5,52,Los Angeles,90640.0,88.3,2.8,1.9,0.9,5.9,0.0,44902.0,15851.0,15.4,Los Angeles
200,6037199000.0,B Twentyfour,Coffee & Tea,$$,4.5,149,Los Angeles,90031.0,63.8,5.1,0.2,0.0,28.4,0.0,37281.0,16221.0,32.5,Los Angeles
201,6037531102.0,El Serrano Mexican Grill,Mexican,$,4.5,60,Los Angeles,90063.0,97.5,2.2,0.0,0.1,0.2,0.0,35724.0,14079.0,29.9,Los Angeles
202,6037531701.0,Yuris Restaurant,Mexican,$,5.0,14,Los Angeles,90022.0,98.0,1.2,0.6,0.0,0.2,0.0,34337.0,13212.0,28.0,Los Angeles
203,6037531902.0,Mariscos Linda 4,Seafood,$$,4.5,47,Los Angeles,90022.0,96.4,3.6,0.0,0.0,0.0,0.0,40481.0,17488.0,18.5,Los Angeles
204,6037204300.0,Arctic Hotspot Bakery & Cafe,Bakeries,$,4.5,191,Los Angeles,90033.0,95.5,2.2,0.0,0.4,1.8,0.0,30216.0,10523.0,33.1,Los Angeles
205,6037531504.0,Lupe's Burritos,Food Stands,$,4.0,335,Los Angeles,90022.0,98.7,1.3,0.0,0.0,0.0,0.0,34013.0,10307.0,33.7,Los Angeles
206,6037203800.0,El Tepeyac Cafe,Mexican,$$,4.0,1924,Los Angeles,90033.0,96.6,1.9,0.0,0.0,0.7,0.0,45179.0,12594.0,25.3,Los Angeles
207,6037531902.0,Tacos El Sapo,Food Trucks,$,4.5,94,Los Angeles,90022.0,96.4,3.6,0.0,0.0,0.0,0.0,40481.0,17488.0,18.5,Los Angeles
208,6037530500.0,So-Cal Burgers Chill & Grill,Burgers,$$,4.5,261,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
209,6037532303.0,Mariscos El Bigoton,Seafood,$,4.0,85,Los Angeles,90022.0,90.4,3.3,0.8,0.0,4.7,0.4,46596.0,18089.0,14.0,Los Angeles
210,6037530500.0,Fat Burrito,Mexican,$,4.0,49,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
211,6037201402.0,Cha Cha Chili,Asian Fusion,$,4.0,1071,Los Angeles,90032.0,71.4,7.9,1.2,0.0,19.3,0.0,56581.0,21979.0,13.8,Los Angeles
212,6037530500.0,La Carreta,Mexican,$,4.0,120,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
213,6037201700.0,Las Ranas Cafe,Mexican,$,4.5,85,Los Angeles,90032.0,67.2,13.9,4.0,0.0,12.4,0.8,55000.0,17632.0,26.5,Los Angeles
214,6037531504.0,Blvd Café,Mexican,$,4.5,49,Los Angeles,90022.0,98.7,1.3,0.0,0.0,0.0,0.0,34013.0,10307.0,33.7,Los Angeles
216,6037532303.0,Tacos El Charro,Mexican,$,4.5,62,Los Angeles,90040.0,90.4,3.3,0.8,0.0,4.7,0.4,46596.0,18089.0,14.0,Los Angeles
217,6037204600.0,zapotec,Cafes,$,4.5,24,Los Angeles,90023.0,96.7,1.6,1.1,0.0,0.2,0.0,37113.0,12307.0,29.3,Los Angeles
218,6037531800.0,John's Burgers,Burgers,$,4.0,110,Los Angeles,90022.0,98.0,1.4,0.0,0.0,0.6,0.0,42083.0,12079.0,27.3,Los Angeles
219,6037531602.0,Moo's Craft Barbecue,Barbeque,$$,4.0,26,Los Angeles,90022.0,98.2,1.6,0.2,0.0,0.0,0.0,31471.0,10773.0,29.6,Los Angeles
220,6037531701.0,Atlantic Mexican & Seafood Restaurant,Mexican,$,4.0,21,Los Angeles,90023.0,98.0,1.2,0.6,0.0,0.2,0.0,34337.0,13212.0,28.0,Los Angeles
221,6037532304.0,Fish-O-Licious,Seafood,$$,4.5,83,Los Angeles,90040.0,85.3,4.8,6.5,1.1,0.3,0.0,43571.0,14493.0,23.6,Los Angeles
222,6037530500.0,Paris Bakery and Cafe,Bakeries,$,4.0,29,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
223,6037531102.0,Teresita's,Mexican,$$,4.0,182,Los Angeles,90063.0,97.5,2.2,0.0,0.1,0.2,0.0,35724.0,14079.0,29.9,Los Angeles
224,6037531504.0,King Taco,Mexican,$,3.5,847,Los Angeles,90022.0,98.7,1.3,0.0,0.0,0.0,0.0,34013.0,10307.0,33.7,Los Angeles
225,6037530500.0,La Farfala Coffee Shop & Deli,Coffee & Tea,$,4.5,91,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
226,6037206032.0,un solo sol,Latin American,$$,4.5,448,Los Angeles,90033.0,77.1,5.1,0.7,0.0,16.6,0.5,26094.0,13290.0,35.8,Los Angeles
227,6037530700.0,La Chuperia,Bars,$$,4.0,50,Los Angeles,90063.0,97.1,0.4,0.1,0.0,2.3,0.0,47656.0,14949.0,22.7,Los Angeles
229,6037205120.0,Bella Trattoria 25,Italian,$$,4.5,49,Los Angeles,90023.0,94.9,1.1,1.0,0.0,2.9,0.0,25201.0,10593.0,36.9,Los Angeles
230,6037199000.0,Ave 26 Taco Stand,Food Stands,$,4.5,683,Los Angeles,90031.0,63.8,5.1,0.2,0.0,28.4,0.0,37281.0,16221.0,32.5,Los Angeles
231,6037531902.0,Los Juanes Meat Market,Grocery,$,5.0,12,Los Angeles,90022.0,96.4,3.6,0.0,0.0,0.0,0.0,40481.0,17488.0,18.5,Los Angeles
232,6037199800.0,El Huarachito,Mexican,$,4.5,503,Los Angeles,90031.0,62.9,0.9,0.0,0.0,35.5,0.0,29840.0,13095.0,30.1,Los Angeles
233,6037531800.0,Pizza Bandit,Chicken Wings,$,4.5,58,Los Angeles,90022.0,98.0,1.4,0.0,0.0,0.6,0.0,42083.0,12079.0,27.3,Los Angeles
234,6037531000.0,Tamales Los Angeles,Latin American,$,4.5,41,Los Angeles,90022.0,97.4,0.9,0.0,0.0,0.6,0.0,42132.0,14288.0,19.2,Los Angeles
235,6037201602.0,Sinaloa Express,Mexican,$,4.5,55,Los Angeles,90032.0,76.5,9.0,1.2,0.0,12.9,0.0,69375.0,20579.0,14.1,Los Angeles
236,6037531800.0,Daniel's Tacos,Tacos,$$,4.0,15,Los Angeles,90022.0,98.0,1.4,0.0,0.0,0.6,0.0,42083.0,12079.0,27.3,Los Angeles
237,6037530301.0,Teriroll,Japanese,$$,4.5,100,Los Angeles,90022.0,94.6,4.4,0.0,0.0,0.3,0.0,50469.0,15086.0,20.8,Los Angeles
238,6037203710.0,Xtiosu Kitchen,Mediterranean,$$,5.0,68,Los Angeles,90033.0,95.8,0.9,1.6,0.0,1.8,0.0,32768.0,11948.0,35.3,Los Angeles
239,6037201301.0,El Palenque Restaurant,Mexican,$,4.5,44,Los Angeles,90032.0,81.1,7.5,1.2,0.0,10.1,0.0,43143.0,20497.0,17.2,Los Angeles
240,6037203800.0,Guadalajara Buffet,Buffets,$,3.5,45,Los Angeles,90063.0,96.6,1.9,0.0,0.0,0.7,0.0,45179.0,12594.0,25.3,Los Angeles
241,6037199900.0,Los Tres Cochinitos Restaurant,Mexican,$,4.5,116,Los Angeles,90031.0,78.4,1.1,1.0,0.0,19.1,0.0,25571.0,11525.0,36.6,Los Angeles
242,6037181500.0,Little Beast Restaurant,American (New),$$,4.0,879,Los Angeles,90041.0,48.9,30.5,0.0,0.0,18.0,0.3,90069.0,38247.0,4.9,Los Angeles
243,6037199700.0,Lincoln Kitchen & Tap,Burgers,$$,4.5,49,Los Angeles,90031.0,72.1,10.0,0.8,0.0,15.8,1.1,30346.0,14738.0,35.4,Los Angeles
244,6037201503.0,Pho Eastern,Vietnamese,$,4.5,213,Los Angeles,90032.0,92.2,4.8,0.1,0.0,2.7,0.0,35653.0,12778.0,26.0,Los Angeles
245,6037205120.0,Mariscos Jalisco,Mexican,$,4.5,519,Los Angeles,90023.0,94.9,1.1,1.0,0.0,2.9,0.0,25201.0,10593.0,36.9,Los Angeles
246,6037183810.0,Monte 52,Sandwiches,$,4.5,279,Los Angeles,90042.0,82.3,9.1,0.8,0.0,7.5,0.0,35000.0,15842.0,31.2,Los Angeles
247,6037532303.0,Xris Burgers,Burgers,$,3.5,69,Los Angeles,90040.0,90.4,3.3,0.8,0.0,4.7,0.4,46596.0,18089.0,14.0,Los Angeles
248,6037204420.0,Vicky's Restaurant,Mexican,$,4.5,28,Los Angeles,90033.0,91.7,3.0,2.4,0.0,2.3,0.0,19948.0,10748.0,49.3,Los Angeles
249,6037531301.0,La Canasta Tortilleria,Mexican,$,4.5,22,Los Angeles,90023.0,98.3,1.2,0.4,0.0,0.1,0.0,31142.0,10538.0,37.0,Los Angeles
250,6037531902.0,La Cenaduria,Mexican,$,4.0,27,Los Angeles,90022.0,96.4,3.6,0.0,0.0,0.0,0.0,40481.0,17488.0,18.5,Los Angeles
251,6037204410.0,Super Tortas Luisitos,Mexican,$,4.5,115,Los Angeles,90033.0,97.9,0.2,0.0,0.3,1.1,0.6,29306.0,11774.0,38.7,Los Angeles
253,6037204200.0,La Barbacha,Mexican,$,4.5,79,Los Angeles,90033.0,92.9,3.6,0.0,0.0,3.5,0.0,26467.0,11909.0,37.3,Los Angeles
254,6037201504.0,Dough Box Pizza & Bread,Pizza,$$,4.5,288,Los Angeles,90032.0,80.0,8.0,0.7,0.0,10.6,0.2,44615.0,15862.0,31.0,Los Angeles
255,6037203900.0,El Mercadito de Los Angeles,Mexican,$$,4.0,242,Los Angeles,90063.0,97.7,1.9,0.4,0.0,0.0,0.0,42109.0,14127.0,28.7,Los Angeles
256,6037531101.0,La Imperial Tortilleria,Mexican,$,4.5,30,Los Angeles,90063.0,97.4,0.6,0.0,0.2,0.6,0.0,32154.0,12443.0,29.6,Los Angeles
257,6037532303.0,Ruby's Diner,Diners,$$,3.0,368,Los Angeles,90040.0,90.4,3.3,0.8,0.0,4.7,0.4,46596.0,18089.0,14.0,Los Angeles
258,6037199000.0,La Abeja Restaurant,Breakfast & Brunch,$,4.5,279,Los Angeles,90065.0,63.8,5.1,0.2,0.0,28.4,0.0,37281.0,16221.0,32.5,Los Angeles
259,6037530500.0,Tamales Lilianas,Mexican,$,3.5,518,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
260,6037203720.0,Weird Wave Coffee Brewers,Coffee & Tea,$,4.5,91,Los Angeles,90033.0,98.0,0.7,0.6,0.0,0.6,0.0,25951.0,8620.0,44.9,Los Angeles
261,6037532303.0,Terra Nova,Breakfast & Brunch,$$,3.5,14,Los Angeles,90040.0,90.4,3.3,0.8,0.0,4.7,0.4,46596.0,18089.0,14.0,Los Angeles
262,6037199900.0,La Chuperia,Mexican,$,4.5,332,Los Angeles,90033.0,78.4,1.1,1.0,0.0,19.1,0.0,25571.0,11525.0,36.6,Los Angeles
263,6037531702.0,Hong Kong Restaurant,Chinese,$,4.0,32,Los Angeles,90022.0,98.2,1.2,0.0,0.0,0.4,0.0,35859.0,14917.0,30.6,Los Angeles
264,6037205120.0,Lorena Kabob Corner,Mediterranean,$$,4.5,11,Los Angeles,90023.0,94.9,1.1,1.0,0.0,2.9,0.0,25201.0,10593.0,36.9,Los Angeles
265,6037204120.0,Mary Alicia's Mexican Restaurant,Mexican,$,4.0,54,Los Angeles,90063.0,98.8,1.1,0.1,0.0,0.0,0.0,38290.0,12936.0,26.0,Los Angeles
266,6037531702.0,Sandra's Tamales,Mexican,$,4.0,148,Los Angeles,90022.0,98.2,1.2,0.0,0.0,0.4,0.0,35859.0,14917.0,30.6,Los Angeles
267,6037203300.0,Mexicanos 30-30,Mexican,$,4.0,137,Los Angeles,90033.0,67.4,3.3,13.8,0.0,13.9,0.4,29583.0,10997.0,33.7,Los Angeles
268,6037201700.0,Zingo Tacos,Mexican,$,4.5,41,Los Angeles,90032.0,67.2,13.9,4.0,0.0,12.4,0.8,55000.0,17632.0,26.5,Los Angeles
269,6037204810.0,Cemitas Tepeaca,Mexican,$,5.0,12,Los Angeles,90023.0,96.4,1.3,1.3,0.0,1.1,0.0,37242.0,11635.0,29.0,Los Angeles
270,6037531502.0,Tortas Ahogadas El Guero,Mexican,$,4.0,78,Los Angeles,90022.0,97.9,0.2,0.0,0.0,1.8,0.0,40970.0,11219.0,23.0,Los Angeles
271,6037531902.0,Juan Pollo,Mexican,$,4.0,21,Los Angeles,90022.0,96.4,3.6,0.0,0.0,0.0,0.0,40481.0,17488.0,18.5,Los Angeles
272,6037203300.0,Rainbow Cafe,Cafes,$,4.5,7,Los Angeles,90089.0,67.4,3.3,13.8,0.0,13.9,0.4,29583.0,10997.0,33.7,Los Angeles
273,6037532303.0,El Paraiso,Seafood,$,4.0,40,Los Angeles,90022.0,90.4,3.3,0.8,0.0,4.7,0.4,46596.0,18089.0,14.0,Los Angeles
274,6037203500.0,Birrieria De Don Boni,Mexican,$$,4.0,264,Los Angeles,90033.0,78.9,4.9,0.3,0.0,15.4,0.2,35893.0,15324.0,30.8,Los Angeles
275,6037199000.0,Carnitas Michoacan,Mexican,$,4.0,1070,Los Angeles,90031.0,63.8,5.1,0.2,0.0,28.4,0.0,37281.0,16221.0,32.5,Los Angeles
276,6037204410.0,Al & Bea's Mexican Food,Mexican,$,4.0,553,Los Angeles,90033.0,97.9,0.2,0.0,0.3,1.1,0.6,29306.0,11774.0,38.7,Los Angeles
277,6037531800.0,DOS Aguilas Bakery,Mexican,$$,4.5,11,Los Angeles,90022.0,98.0,1.4,0.0,0.0,0.6,0.0,42083.0,12079.0,27.3,Los Angeles
278,6037201402.0,King Torta,Mexican,$,4.0,572,Los Angeles,90032.0,71.4,7.9,1.2,0.0,19.3,0.0,56581.0,21979.0,13.8,Los Angeles
279,6037183610.0,Cafe Birdie,Cocktail Bars,$$,4.0,243,Los Angeles,90042.0,81.7,9.7,0.8,0.0,6.1,0.4,41311.0,16469.0,30.5,Los Angeles
280,6037203300.0,LA Skewers,Greek,$,4.0,151,Los Angeles,90033.0,67.4,3.3,13.8,0.0,13.9,0.4,29583.0,10997.0,33.7,Los Angeles
281,6037531901.0,Los Petates,Mexican,$,4.0,24,Los Angeles,90022.0,97.4,0.5,0.6,0.0,1.6,0.0,39464.0,13005.0,24.2,Los Angeles
282,6037531202.0,Tacos Virginia,Mexican,$,4.0,39,Los Angeles,90023.0,98.8,1.2,0.0,0.0,0.0,0.0,42869.0,13012.0,22.9,Los Angeles
283,6037531302.0,Tacos El Korita,Food Trucks,$,4.5,40,Los Angeles,90006.0,98.4,1.5,0.1,0.0,0.0,0.0,38875.0,11449.0,31.0,Los Angeles
284,6037531302.0,La Palapa Sinaloense,Seafood,$,4.0,13,Los Angeles,90023.0,98.4,1.5,0.1,0.0,0.0,0.0,38875.0,11449.0,31.0,Los Angeles
285,6037530500.0,Cities Restaurant,Lounges,$$,3.5,236,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
286,6037531901.0,El Canelo Tacos Al Vapor,Tacos,$,3.5,34,Los Angeles,90022.0,97.4,0.5,0.6,0.0,1.6,0.0,39464.0,13005.0,24.2,Los Angeles
287,6037204910.0,Tacos Los de La Indiana St,Street Vendors,$,5.0,7,Los Angeles,90023.0,95.1,4.7,0.0,0.0,0.1,0.0,33500.0,12512.0,38.1,Los Angeles
288,6037530500.0,El Gallo Grill,Mexican,$$,3.5,166,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
289,6037199120.0,Kailey's Restaurant,Latin American,$,4.5,26,Los Angeles,90031.0,72.9,2.1,0.0,0.0,24.6,0.0,26473.0,12907.0,48.3,Los Angeles
290,6037204700.0,Little Machinsito,Juice Bars & Smoothies,$,4.0,21,Los Angeles,90023.0,93.3,5.2,0.0,0.0,1.5,0.0,39671.0,14140.0,24.3,Los Angeles
291,6037199700.0,Barbara's At The Brewery,American (New),$$,4.0,234,Los Angeles,90031.0,72.1,10.0,0.8,0.0,15.8,1.1,30346.0,14738.0,35.4,Los Angeles
292,6037203100.0,Taco Man,Mexican,$,4.5,101,Los Angeles,90033.0,95.0,0.8,0.0,0.5,3.7,0.0,22979.0,10258.0,40.2,Los Angeles
293,6037531102.0,El Flaco Tacos,Food Stands,$,4.5,61,Los Angeles,90063.0,97.5,2.2,0.0,0.1,0.2,0.0,35724.0,14079.0,29.9,Los Angeles
294,6037532304.0,Super Antojitos Mexicanos 2,Mexican,$,4.0,26,Los Angeles,90040.0,85.3,4.8,6.5,1.1,0.3,0.0,43571.0,14493.0,23.6,Los Angeles
295,6037531202.0,Jim's Burgers,Burgers,$,4.0,44,Los Angeles,90023.0,98.8,1.2,0.0,0.0,0.0,0.0,42869.0,13012.0,22.9,Los Angeles
296,6037203500.0,Street Tacos and Grill,Tacos,$,5.0,33,Los Angeles,90033.0,78.9,4.9,0.3,0.0,15.4,0.2,35893.0,15324.0,30.8,Los Angeles
298,6037532303.0,Sergio's Tacos,Mexican,$,3.5,205,Los Angeles,90040.0,90.4,3.3,0.8,0.0,4.7,0.4,46596.0,18089.0,14.0,Los Angeles
299,6037203600.0,Wok on Soto,Chinese,$,4.5,60,Los Angeles,90033.0,96.6,1.8,0.0,0.1,1.5,0.0,27344.0,12578.0,32.9,Los Angeles
300,6037201200.0,La Cocina del Sereno,Mexican,$,4.0,72,Los Angeles,90032.0,92.8,2.2,0.3,0.0,4.7,0.0,40851.0,15758.0,21.6,Los Angeles
301,6037203300.0,Fish Only,Seafood,$,4.0,58,Los Angeles,90033.0,67.4,3.3,13.8,0.0,13.9,0.4,29583.0,10997.0,33.7,Los Angeles
302,6037204920.0,Mariscos Linda,Mexican,$$,4.5,121,Los Angeles,90023.0,96.4,3.6,0.0,0.0,0.0,0.0,36424.0,11909.0,33.7,Los Angeles
303,6037531000.0,La Blanquita Carniceria,Mexican,$$,5.0,16,Los Angeles,90063.0,97.4,0.9,0.0,0.0,0.6,0.0,42132.0,14288.0,19.2,Los Angeles
304,6037531101.0,Thai Daily BBQ,Thai,$,4.0,109,Los Angeles,90063.0,97.4,0.6,0.0,0.2,0.6,0.0,32154.0,12443.0,29.6,Los Angeles
305,6037199900.0,Dino's Burgers,Burgers,$,3.5,390,Los Angeles,90031.0,78.4,1.1,1.0,0.0,19.1,0.0,25571.0,11525.0,36.6,Los Angeles
306,6037531101.0,Birrieria Chalio,Mexican,$$,4.0,98,Los Angeles,90063.0,97.4,0.6,0.0,0.2,0.6,0.0,32154.0,12443.0,29.6,Los Angeles
310,6037532304.0,Ozzie's Diner,Diners,$$,3.5,138,Los Angeles,90040.0,85.3,4.8,6.5,1.1,0.3,0.0,43571.0,14493.0,23.6,Los Angeles
311,6037201120.0,Antigua Bread,Bakeries,$,4.0,235,Los Angeles,90032.0,82.9,5.7,2.8,0.0,6.7,0.0,37797.0,18045.0,27.4,Los Angeles
312,6037201402.0,Tony's Subs & Salads,Italian,$,4.5,59,Los Angeles,90032.0,71.4,7.9,1.2,0.0,19.3,0.0,56581.0,21979.0,13.8,Los Angeles
313,6037531101.0,Rocky's Tacos,Mexican,$,4.0,28,Los Angeles,90063.0,97.4,0.6,0.0,0.2,0.6,0.0,32154.0,12443.0,29.6,Los Angeles
314,6037531101.0,Tortas Las Nuevas,Mexican,$,4.0,35,Los Angeles,90063.0,97.4,0.6,0.0,0.2,0.6,0.0,32154.0,12443.0,29.6,Los Angeles
315,6037530500.0,Juan's Rotisserie,Mexican,$,3.5,129,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
316,6037204700.0,Huli Huli Hawaiian Grill & Teabar,Hawaiian,$,4.0,63,Los Angeles,90023.0,93.3,5.2,0.0,0.0,1.5,0.0,39671.0,14140.0,24.3,Los Angeles
317,6037201401.0,El Chalateco,Mexican,$,4.5,33,Los Angeles,90032.0,83.5,5.2,2.9,0.7,7.5,0.0,44185.0,17443.0,32.7,Los Angeles
318,6037532400.0,The Green Olive,Mediterranean,$$,4.0,39,Los Angeles,90058.0,68.3,24.4,0.0,0.0,7.3,0.0,61250.0,48861.0,2.4,Los Angeles
319,6037206032.0,Yeya's Restaurant,Mexican,$,4.5,75,Los Angeles,90033.0,77.1,5.1,0.7,0.0,16.6,0.5,26094.0,13290.0,35.8,Los Angeles
320,6037203900.0,Carnitas El Veneno,Mexican,$,4.0,46,Los Angeles,90063.0,97.7,1.9,0.4,0.0,0.0,0.0,42109.0,14127.0,28.7,Los Angeles
321,6037201503.0,Tamale Man,Mexican,$,4.0,167,Los Angeles,90032.0,92.2,4.8,0.1,0.0,2.7,0.0,35653.0,12778.0,26.0,Los Angeles
323,6037183610.0,Antigua Bread,Bakeries,$,4.0,357,Los Angeles,90042.0,81.7,9.7,0.8,0.0,6.1,0.4,41311.0,16469.0,30.5,Los Angeles
324,6037206032.0,Casa Fina Restaurant & Cantina,Mexican,$$,4.0,203,Los Angeles,90033.0,77.1,5.1,0.7,0.0,16.6,0.5,26094.0,13290.0,35.8,Los Angeles
325,6037531602.0,Acapulco Mexicatessen,Mexican,$,5.0,9,Los Angeles,90022.0,98.2,1.6,0.2,0.0,0.0,0.0,31471.0,10773.0,29.6,Los Angeles
326,6037203600.0,El Tapatio,Mexican,$,4.5,28,Los Angeles,90033.0,96.6,1.8,0.0,0.1,1.5,0.0,27344.0,12578.0,32.9,Los Angeles
327,6037205110.0,Puertos Del Pacifico,Seafood,$$,4.0,188,Los Angeles,90023.0,95.8,1.1,1.9,0.0,1.2,0.0,35388.0,9691.0,43.6,Los Angeles
328,6037183610.0,RBTA,Japanese,$$,4.0,61,Los Angeles,90042.0,81.7,9.7,0.8,0.0,6.1,0.4,41311.0,16469.0,30.5,Los Angeles
329,6037531702.0,Marisco El Jato Truck,Seafood,$,4.0,20,Los Angeles,90022.0,98.2,1.2,0.0,0.0,0.4,0.0,35859.0,14917.0,30.6,Los Angeles
330,6037183610.0,Dave's Chillin and Grillin,American (Traditional),$,4.0,485,Los Angeles,90042.0,81.7,9.7,0.8,0.0,6.1,0.4,41311.0,16469.0,30.5,Los Angeles
331,6037204920.0,Tacos Super Gallito,Mexican,$,4.0,112,Los Angeles,90023.0,96.4,3.6,0.0,0.0,0.0,0.0,36424.0,11909.0,33.7,Los Angeles
332,6037204300.0,Mariscos El Jato,Seafood,$,4.0,320,Los Angeles,90033.0,95.5,2.2,0.0,0.4,1.8,0.0,30216.0,10523.0,33.1,Los Angeles
333,6037204120.0,Flor Del Rio Restaurant,Mexican,$$,4.5,34,Los Angeles,90063.0,98.8,1.1,0.1,0.0,0.0,0.0,38290.0,12936.0,26.0,Los Angeles
334,6037205120.0,Mariscos 4 Vientos,Mexican,$,4.0,498,Los Angeles,90023.0,94.9,1.1,1.0,0.0,2.9,0.0,25201.0,10593.0,36.9,Los Angeles
335,6037199201.0,The Heights Deli & Bottle Shop,Pizza,$$,4.5,309,Los Angeles,90031.0,63.3,1.7,0.0,0.0,33.7,0.0,33491.0,14036.0,28.2,Los Angeles
336,6037203900.0,La Cocina Restaurant L&F,Mexican,$,4.0,45,Los Angeles,90063.0,97.7,1.9,0.4,0.0,0.0,0.0,42109.0,14127.0,28.7,Los Angeles
337,6037204820.0,El Gordo,Mexican,$,4.0,17,Los Angeles,90029.0,98.2,1.4,0.0,0.0,0.4,0.0,41464.0,13439.0,21.3,Los Angeles
338,6037203900.0,El Salsabor Restaurant,Salvadoran,$,4.0,56,Los Angeles,90063.0,97.7,1.9,0.4,0.0,0.0,0.0,42109.0,14127.0,28.7,Los Angeles
339,6037530500.0,Dave's Deli Catering,Delis,$,3.5,80,Los Angeles,90022.0,96.6,0.5,0.0,0.0,2.4,0.0,26556.0,13940.0,32.8,Los Angeles
340,6037204810.0,Super Pollos Rostizados,Mexican,$,4.5,22,Los Angeles,90023.0,96.4,1.3,1.3,0.0,1.1,0.0,37242.0,11635.0,29.0,Los Angeles
341,6037199201.0,El Camaron Pelado,Mexican,$$,4.5,166,Los Angeles,90031.0,63.3,1.7,0.0,0.0,33.7,0.0,33491.0,14036.0,28.2,Los Angeles
