,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,Latitude,Longitude,city,zipcode,category1,category2,category3,CensusTract
9051,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1007443, 'longitude': -118.3385551}",(323) 465-2111,3331.928020148748,mels-drive-in-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/jWOun2VWJNhRW_NIWplSng/o.jpg,False,"{'address1': '1650 N Highland Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1650 N Highland Ave', 'Los Angeles, CA 90028']}",Mel's Drive In,13234652111.0,$$,3.0,770,"['delivery', 'pickup']",https://www.yelp.com/biz/mels-drive-in-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3385551,34.100744299999995,Los Angeles,90028,American (Traditional),Breakfast & Brunch,Cocktail Bars,6037190700
9052,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 34.0728, 'longitude': -118.37363}",(323) 658-9188,7525.444854583891,cod-restaurant-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/SkBxhIj4slXFmLBuuSW9FQ/o.jpg,False,"{'address1': '8408 W 3rd St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8408 W 3rd St', 'Los Angeles, CA 90048']}",COD Restaurant,13236589188.0,$$$,4.5,335,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/cod-restaurant-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.37363,34.0728,Los Angeles,90048,Seafood,Live/Raw Food,Asian Fusion,6037214800
9053,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.07974, 'longitude': -118.36114}",(323) 746-5480,6283.354219482578,paramount-coffee-project-los-angeles-5,https://s3-media3.fl.yelpcdn.com/bphoto/-Wh68FDquEYdGvpYnGP2MQ/o.jpg,False,"{'address1': '456 N Fairfax Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['456 N Fairfax Ave', 'Los Angeles, CA 90036']}",Paramount Coffee Project,13237465480.0,$$,4.0,155,[],https://www.yelp.com/biz/paramount-coffee-project-los-angeles-5?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.36114,34.07974,Los Angeles,90036,Breakfast & Brunch,Cafes,,6037214400
9056,"[{'alias': 'korean', 'title': 'Korean'}]","{'latitude': 34.069298762013, 'longitude': -118.307283859213}",(213) 908-5636,7070.3002337805665,jinsol-gukbap-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/aCTjiUnm4yKvjumaAA376w/o.jpg,False,"{'address1': '4253 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['4253 3rd St', 'Los Angeles, CA 90020']}",Jinsol Gukbap,12139085636.0,$$,4.5,241,[],https://www.yelp.com/biz/jinsol-gukbap-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30728385921302,34.069298762013,Los Angeles,90020,Korean,,,6037211410
9058,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 34.099443, 'longitude': -118.3290012}",(323) 461-8226,3403.055723366452,trejos-cantina-hollywood-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/1aRvIDKAFNvXK-VSQW6RjA/o.jpg,False,"{'address1': '1556 N Cahuenga Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1556 N Cahuenga Blvd', 'Los Angeles, CA 90028']}",Trejo's Cantina - Hollywood,13234618226.0,$$,3.5,308,"['delivery', 'pickup']",https://www.yelp.com/biz/trejos-cantina-hollywood-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3290012,34.099443,Los Angeles,90028,Tacos,Diners,Salad,6037190700
9059,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 34.09761, 'longitude': -118.31971}",(323) 952-6243,3706.0689881825956,common-project-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/oPyV07L8LZOOOL8W9idZWQ/o.jpg,False,"{'address1': '5960 Sunset Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5960 Sunset Blvd', 'Los Angeles, CA 90028']}",Common Project,13239526243.0,,5.0,2,[],https://www.yelp.com/biz/common-project-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.31971,34.09761,Los Angeles,90028,American (Traditional),Breakfast & Brunch,Diners,6037190902
9061,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.0836669510443, 'longitude': -118.349151201546}",(323) 900-0568,5449.0110429614915,toasted-and-roasted-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/wkRSC4P2pZnGfu2fmqlrRg/o.jpg,False,"{'address1': '7311 Melrose Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7311 Melrose Ave', 'Los Angeles, CA 90046']}",Toasted and Roasted,13239000568.0,$$,4.5,145,"['pickup', 'delivery']",https://www.yelp.com/biz/toasted-and-roasted-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.34915120154601,34.0836669510443,Los Angeles,90046,Coffee & Tea,Coffee Roasteries,Cafes,6037192002
9062,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 34.165759, 'longitude': -118.374748}",(818) 853-7301,5726.155797217188,paleo-diner-healthy-kitchen-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/TztqRK1P-Fc1upDkxscMIg/o.jpg,False,"{'address1': '5230 Lankershim Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '91601', 'country': 'US', 'state': 'CA', 'display_address': ['5230 Lankershim Blvd', 'Los Angeles, CA 91601']}",Paleo Diner Healthy Kitchen,18188537301.0,$$,4.0,31,"['delivery', 'pickup']",https://www.yelp.com/biz/paleo-diner-healthy-kitchen-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.374748,34.165759,Los Angeles,91601,American (New),Gluten-Free,Vegetarian,6037125320
9063,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 34.07642, 'longitude': -118.34928}",(323) 297-0070,6235.7777777490855,angelini-alimentari-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/8Km3oCFPzyjQ4WBfoFlxcg/o.jpg,False,"{'address1': '7317 Beverly Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['7317 Beverly Blvd', 'Los Angeles, CA 90036']}",Angelini Alimentari,13232970070.0,$$,5.0,39,"['delivery', 'pickup']",https://www.yelp.com/biz/angelini-alimentari-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.34928,34.07642,Los Angeles,90036,Breakfast & Brunch,Salad,Italian,6037214000
9066,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.09874, 'longitude': -118.30997}",(323) 346-2001,3916.793900907234,leos-tacos-truck-los-angeles-5,https://s3-media3.fl.yelpcdn.com/bphoto/cDRQoY2xSFH3dyom-VC6UQ/o.jpg,False,"{'address1': '5525 Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5525 Sunset Blvd', 'Los Angeles, CA 90028']}",Leo's Tacos Truck,13233462001.0,$,4.5,109,[],https://www.yelp.com/biz/leos-tacos-truck-los-angeles-5?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30997,34.09874,Los Angeles,90028,Food Trucks,Mexican,,6037190510
9067,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.1724052429199, 'longitude': -118.369018554688}",(818) 691-3828,5923.103338655539,rubys-coffee-house-and-restaurant-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/lk_7-dWkh3Uw6-JixPVGyA/o.jpg,False,"{'address1': '10929 Burbank Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '91601', 'country': 'US', 'state': 'CA', 'display_address': ['10929 Burbank Blvd', 'Los Angeles, CA 91601']}",Ruby's Coffee House & Restaurant,18186913828.0,$$,4.0,283,[],https://www.yelp.com/biz/rubys-coffee-house-and-restaurant-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.369018554688,34.1724052429199,Los Angeles,91601,Breakfast & Brunch,American (Traditional),Mexican,6037124300
9068,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'donuts', 'title': 'Donuts'}]","{'latitude': 34.085563531674, 'longitude': -118.275099008793}",(312) 576-6636,7071.644455293254,neon-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/LZGUu7ve-Jw6cOC8JLXBZw/o.jpg,False,"{'address1': '3206 W Sunset Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['3206 W Sunset Blvd', 'Los Angeles, CA 90026']}",Neon,13125766636.0,$$,4.5,31,[],https://www.yelp.com/biz/neon-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.27509900879299,34.085563531674,Los Angeles,90026,Coffee Roasteries,Vegan,Donuts,6037195803
9071,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0789742, 'longitude': -118.361875}",(323) 651-2030,6391.218462708578,canters-deli-los-angeles-5,https://s3-media1.fl.yelpcdn.com/bphoto/SG7lNHVWgV3_OfVABQ2Tnw/o.jpg,False,"{'address1': '419 N Fairfax Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['419 N Fairfax Ave', 'Los Angeles, CA 90036']}",Canter's Deli,13236512030.0,$$,3.5,3087,"['delivery', 'pickup']",https://www.yelp.com/biz/canters-deli-los-angeles-5?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.361875,34.078974200000005,Los Angeles,90036,Bakeries,Delis,Breakfast & Brunch,6037194500
9074,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'latitude': 34.0640411376953, 'longitude': -118.288063049316}",(213) 352-1331,8292.515596486466,yuk-dae-jang-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/BlgSncbg_S_KD7KkIupWJA/o.jpg,False,"{'address1': '3033 W 6th St', 'address2': 'Ste 104-105', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3033 W 6th St', 'Ste 104-105', 'Los Angeles, CA 90020']}",Yuk Dae Jang,12133521331.0,$$,4.5,157,[],https://www.yelp.com/biz/yuk-dae-jang-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.28806304931601,34.064041137695305,Los Angeles,90020,Korean,Comfort Food,,6037211120
9075,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 34.1485190017833, 'longitude': -118.281478082001}",(323) 495-4334,4916.303668343364,crossroads-west-cafe-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/21N6a3EwMl4YB86-HvunWA/o.jpg,False,"{'address1': '4700 Western Heritage Way', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['4700 Western Heritage Way', 'Los Angeles, CA 90027']}",Crossroads West Cafe,13234954334.0,$$,4.0,31,[],https://www.yelp.com/biz/crossroads-west-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.281478082001,34.1485190017833,Los Angeles,90027,Cafes,,,6037980009
9076,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 34.07649, 'longitude': -118.30151}",(323) 522-6048,6506.47454585463,alaska-seafood-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/d8VAvR58tei8-neOC1dxoQ/o.jpg,False,"{'address1': '4251 Beverly Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['4251 Beverly Blvd', 'Los Angeles, CA 90004']}",Alaska Seafood,13235226048.0,$$,4.5,50,[],https://www.yelp.com/biz/alaska-seafood-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30151,34.07649,Los Angeles,90004,Seafood,,,6037192520
9079,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.105159897289, 'longitude': -118.259571790695}",(323) 665-1008,7049.2671341140685,modern-eats-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/7M-TCwY2yUPGYe4vTv40bA/o.jpg,False,"{'address1': '2590 Glendale Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90039', 'country': 'US', 'state': 'CA', 'display_address': ['2590 Glendale Blvd', 'Los Angeles, CA 90039']}",Modern Eats,13236651008.0,$$,4.0,411,[],https://www.yelp.com/biz/modern-eats-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.259571790695,34.105159897289,Los Angeles,90039,Breakfast & Brunch,,,6037187300
9080,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 34.1018849, 'longitude': -118.30513}",(323) 466-0153,3828.723455307942,ruen-pair-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/zxjg6nCAEsOYZYMRN7QjGg/o.jpg,False,"{'address1': '5257 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['5257 Hollywood Blvd', 'Los Angeles, CA 90027']}",Ruen Pair,13234660153.0,$$,4.0,1424,[],https://www.yelp.com/biz/ruen-pair-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30513,34.1018849,Los Angeles,90027,Thai,,,6037190402
9082,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 34.02991, 'longitude': -118.26869}",(213) 741-0007,12485.32173913558,food-haus-café-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/kZfrS5RTq3_I7K91qtuFHA/o.jpg,False,"{'address1': '2106 S Olive St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['2106 S Olive St', 'Los Angeles, CA 90007']}",Food Haus Café,12137410007.0,$$,4.0,954,"['pickup', 'delivery']",https://www.yelp.com/biz/food-haus-caf%C3%A9-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.26869,34.02991,Los Angeles,90007,Cafes,Breakfast & Brunch,Soul Food,6037224020
9083,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 34.10086, 'longitude': -118.33578}",(310) 984-6666,3288.1137935272423,abbys-at-liaison-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/mJWfEmbhjpou7_bQioKgEw/o.jpg,False,"{'address1': '1638 N Las Palmas Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1638 N Las Palmas Ave', 'Los Angeles, CA 90028']}",Abby's at Liaison,13109846666.0,,4.0,4,[],https://www.yelp.com/biz/abbys-at-liaison-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.33578,34.10086,Los Angeles,90028,American (New),,,6037190700
9084,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 34.1396434, 'longitude': -118.3835196}",(818) 452-9263,5039.872417937978,teres-mexican-grill-los-angeles-3,https://s3-media3.fl.yelpcdn.com/bphoto/iobgKl2Ygr6_dxRXKBKbuQ/o.jpg,False,"{'address1': '11548 Ventura Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['11548 Ventura Blvd', 'Los Angeles, CA 91604']}",Tere's Mexican Grill,18184529263.0,$$,4.5,114,"['delivery', 'pickup']",https://www.yelp.com/biz/teres-mexican-grill-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3835196,34.139643400000004,Los Angeles,91604,Mexican,Desserts,Salad,6037143800
9087,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 34.07888, 'longitude': -118.30937}",(323) 871-1955,5977.576281228616,western-doma-noodles-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/t2KG-NCt1NjypCXNUTZOcw/o.jpg,False,"{'address1': '429 N Western Ave', 'address2': 'Ste 10', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['429 N Western Ave', 'Ste 10', 'Los Angeles, CA 90004']}",Western Doma Noodles,13238711955.0,$,4.0,489,[],https://www.yelp.com/biz/western-doma-noodles-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30937,34.07888,Los Angeles,90004,Korean,Noodles,,6037192420
9088,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 34.074141, 'longitude': -118.279353}",(213) 387-7787,7770.4488338714455,the-hungry-pig-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/tqwiR-lcjpjUzP0UcNccjw/o.jpg,False,"{'address1': '2920 W Temple St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['2920 W Temple St', 'Los Angeles, CA 90026']}",The Hungry Pig,12133877787.0,$$,4.0,523,[],https://www.yelp.com/biz/the-hungry-pig-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.279353,34.074141,Los Angeles,90026,Barbeque,American (New),Chicken Wings,6037208610
9089,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 34.1012994, 'longitude': -118.3452844}",(323) 874-4692,3493.077532661772,shin-ramen-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/GuZgEkhLA2bG1KCn1mSyPg/o.jpg,False,"{'address1': '1655 N La Brea Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1655 N La Brea Ave', 'Los Angeles, CA 90028']}",Shin Ramen,13238744692.0,$$,4.0,445,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/shin-ramen-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3452844,34.1012994,Los Angeles,90028,Ramen,Sushi Bars,,6037189904
9093,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.06193, 'longitude': -118.3107}",(213) 251-0099,7773.750868993009,star-night-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/SGI6JRhxGH9MgUuRwsqv0w/o.jpg,False,"{'address1': '3855 Wilshire Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3855 Wilshire Blvd', 'Los Angeles, CA 90010']}",Star Night,12132510099.0,$$,4.5,43,[],https://www.yelp.com/biz/star-night-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3107,34.06193,Los Angeles,90010,Korean,Karaoke,Bars,6037211704
9095,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.0597229003906, 'longitude': -118.237022399902}",(213) 628-3781,11594.640660200646,philippe-the-original-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/l4cf_tzaRp4iQpVVQaZsmA/o.jpg,False,"{'address1': '1001 N Alameda St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['1001 N Alameda St', 'Los Angeles, CA 90012']}",Philippe the Original,12136283781.0,$,4.0,5361,['pickup'],https://www.yelp.com/biz/philippe-the-original-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.237022399902,34.059722900390604,Los Angeles,90012,Sandwiches,Breakfast & Brunch,American (Traditional),6037207102
9100,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 34.0722521794486, 'longitude': -118.362629252157}",(323) 934-4261,7092.761263975181,mendocino-farms-los-angeles-3,https://s3-media2.fl.yelpcdn.com/bphoto/jNMGttcPLAJT66ly69XjhQ/o.jpg,False,"{'address1': '175 S Fairfax Ave', 'address2': 'Ste B', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['175 S Fairfax Ave', 'Ste B', 'Los Angeles, CA 90036']}",Mendocino Farms,13239344261.0,$$,4.5,994,[],https://www.yelp.com/biz/mendocino-farms-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.362629252157,34.0722521794486,Los Angeles,90036,Sandwiches,Salad,,6037214600
9103,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 34.0901908874512, 'longitude': -118.277725219727}",(323) 666-6116,6541.779407825688,cliffs-edge-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/QnEIIeNASuqDWTzYkFlASg/o.jpg,False,"{'address1': '3626 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['3626 W Sunset Blvd', 'Los Angeles, CA 90026']}",Cliff's Edge,13236666116.0,$$$,3.5,1375,['restaurant_reservation'],https://www.yelp.com/biz/cliffs-edge-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.277725219727,34.0901908874512,Los Angeles,90026,Breakfast & Brunch,American (New),,6037195902
