	categories	coordinates	display_phone	distance	id	image_url	is_closed	location	name	phone	price	rating	review_count	transactions	url
407	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 34.0332907104757, 'longitude': -117.669476881127}	(909) 460-0013	25361.63978124691	eighty-sixed-sports-lounge-ontario-2	https://s3-media4.fl.yelpcdn.com/bphoto/41qlh-XFfobBjjWyXsIhwg/o.jpg	False	{'address1': '1045 W Philadelphia St', 'address2': '', 'address3': '', 'city': 'Ontario', 'zip_code': '91762', 'country': 'US', 'state': 'CA', 'display_address': ['1045 W Philadelphia St', 'Ontario, CA 91762']}	Eighty Sixed Sports Lounge	+19094600013	$	4.0	20	[]	https://www.yelp.com/biz/eighty-sixed-sports-lounge-ontario-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
408	[{'alias': 'breweries', 'title': 'Breweries'}]	{'latitude': 34.057116, 'longitude': -117.751378}	(909) 461-6962	23095.773506374455	homage-brewing-pomona	https://s3-media1.fl.yelpcdn.com/bphoto/CoMnq0HqsoD8bkiyIOO9og/o.jpg	False	{'address1': '281 S Thomas St', 'address2': 'Ste 101', 'address3': '', 'city': 'Pomona', 'zip_code': '91766', 'country': 'US', 'state': 'CA', 'display_address': ['281 S Thomas St', 'Ste 101', 'Pomona, CA 91766']}	Homage Brewing	+19094616962	$	4.5	80	[]	https://www.yelp.com/biz/homage-brewing-pomona?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
409	[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pubs', 'title': 'Pubs'}]	{'latitude': 34.0870159, 'longitude': -117.8899336}	(626) 339-3310	24138.734519105914	bread-and-barley-covina	https://s3-media4.fl.yelpcdn.com/bphoto/2uAPqrIrXkjujg-sZauZkg/o.jpg	False	{'address1': '130 N Citrus Ave', 'address2': '', 'address3': '', 'city': 'Covina', 'zip_code': '91723', 'country': 'US', 'state': 'CA', 'display_address': ['130 N Citrus Ave', 'Covina, CA 91723']}	Bread & Barley	+16263393310	$$	4.0	612	[]	https://www.yelp.com/biz/bread-and-barley-covina?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
410	[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]	{'latitude': 33.8588773, 'longitude': -118.1597315}	(562) 633-9425	27438.06768659151	muldoons-saloon-long-beach	https://s3-media3.fl.yelpcdn.com/bphoto/Aos9za4YVYeq8fopXoUNhQ/o.jpg	False	{'address1': '5646 N Paramount Blvd', 'address2': '', 'address3': '', 'city': 'Long Beach', 'zip_code': '90805', 'country': 'US', 'state': 'CA', 'display_address': ['5646 N Paramount Blvd', 'Long Beach, CA 90805']}	Muldoon's Saloon	+15626339425	$	4.5	81	['restaurant_reservation']	https://www.yelp.com/biz/muldoons-saloon-long-beach?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
411	[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]	{'latitude': 34.00519, 'longitude': -118.07681}	(562) 692-3315	24753.809084270488	wagon-wheel-bar-pico-rivera	https://s3-media1.fl.yelpcdn.com/bphoto/N37QTA4amZxrWCZf-cUwsg/o.jpg	False	{'address1': '9314 Beverly Rd', 'address2': '', 'address3': '', 'city': 'Pico Rivera', 'zip_code': '90660', 'country': 'US', 'state': 'CA', 'display_address': ['9314 Beverly Rd', 'Pico Rivera, CA 90660']}	Wagon Wheel Bar	+15626923315	$	4.0	23	[]	https://www.yelp.com/biz/wagon-wheel-bar-pico-rivera?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
412	[{'alias': 'breweries', 'title': 'Breweries'}]	{'latitude': 33.8041651, 'longitude': -118.1778528}	(562) 612-1255	30039.082480890185	ten-mile-brewing-signal-hill	https://s3-media2.fl.yelpcdn.com/bphoto/Vaywkmx8v5dEuZwrwcN6Zw/o.jpg	False	{'address1': '1136 E Willow St', 'address2': None, 'address3': '', 'city': 'Signal Hill', 'zip_code': '90755', 'country': 'US', 'state': 'CA', 'display_address': ['1136 E Willow St', 'Signal Hill, CA 90755']}	Ten Mile Brewing	+15626121255	$	5.0	96	[]	https://www.yelp.com/biz/ten-mile-brewing-signal-hill?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
413	[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]	{'latitude': 33.7947476, 'longitude': -118.0497237}	(562) 795-2168	19239.82783450903	the-pub-at-fiddlers-green-los-alamitos-3	https://s3-media3.fl.yelpcdn.com/bphoto/QVisysJ4mfh0QwpN6bqG9A/o.jpg	False	{'address1': '4745 Yorktown Ave', 'address2': 'Ste 19', 'address3': '', 'city': 'Los Alamitos', 'zip_code': '90720', 'country': 'US', 'state': 'CA', 'display_address': ['4745 Yorktown Ave', 'Ste 19', 'Los Alamitos, CA 90720']}	The Pub At Fiddlers Green	+15627952168	$	4.5	61	[]	https://www.yelp.com/biz/the-pub-at-fiddlers-green-los-alamitos-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
414	[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'lounges', 'title': 'Lounges'}]	{'latitude': 33.7664312655141, 'longitude': -118.190820248479}	(562) 983-2703	32460.990811973166	cielo-long-beach-2	https://s3-media3.fl.yelpcdn.com/bphoto/Eth5LxtvKUjGx9ReU-TLtg/o.jpg	False	{'address1': '40 S Locust Ave', 'address2': '', 'address3': '', 'city': 'Long Beach', 'zip_code': '90802', 'country': 'US', 'state': 'CA', 'display_address': ['40 S Locust Ave', 'Long Beach, CA 90802']}	Cielo	+15629832703	$$	4.5	157	[]	https://www.yelp.com/biz/cielo-long-beach-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
415	[{'alias': 'pubs', 'title': 'Pubs'}]	{'latitude': 33.7689048796892, 'longitude': -118.19101922214}	(562) 612-4750	32367.41030438039	the-stave-bar-long-beach	https://s3-media2.fl.yelpcdn.com/bphoto/CTOiSbOehTdeZ_BPRofssw/o.jpg	False	{'address1': '170 The Promenade N', 'address2': '', 'address3': '', 'city': 'Long Beach', 'zip_code': '90802', 'country': 'US', 'state': 'CA', 'display_address': ['170 The Promenade N', 'Long Beach, CA 90802']}	The Stave Bar	+15626124750	$$	4.0	270	[]	https://www.yelp.com/biz/the-stave-bar-long-beach?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
416	[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]	{'latitude': 33.788946, 'longitude': -117.8572578}	(714) 639-7829	9149.430650035212	streamliner-lounge-orange	https://s3-media4.fl.yelpcdn.com/bphoto/qgArEk1h4tRwlNyG--XCag/o.jpg	False	{'address1': '186 N Atchison St', 'address2': '', 'address3': '', 'city': 'Orange', 'zip_code': '92866', 'country': 'US', 'state': 'CA', 'display_address': ['186 N Atchison St', 'Orange, CA 92866']}	Streamliner Lounge	+17146397829	$$	4.0	40	[]	https://www.yelp.com/biz/streamliner-lounge-orange?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
417	[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]	{'latitude': 33.7473134, 'longitude': -117.8664466}	(657) 266-0500	13730.035308272893	eat-chow-santa-ana	https://s3-media1.fl.yelpcdn.com/bphoto/BHWQIJ1EAbWEl-Hu6Ffj4g/o.jpg	False	{'address1': '313 N Bush St', 'address2': None, 'address3': '', 'city': 'Santa Ana', 'zip_code': '92701', 'country': 'US', 'state': 'CA', 'display_address': ['313 N Bush St', 'Santa Ana, CA 92701']}	Eat Chow	+16572660500	$$	4.5	288	[]	https://www.yelp.com/biz/eat-chow-santa-ana?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
418	[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]	{'latitude': 33.7830111023598, 'longitude': -117.868179157376}	(714) 978-9467	9807.622514720279	hollingsheads-delicatessen-orange-2	https://s3-media1.fl.yelpcdn.com/bphoto/W9hxcdbj7xGMvysc35QYzA/o.jpg	False	{'address1': '368 S Main St', 'address2': '', 'address3': '', 'city': 'Orange', 'zip_code': '92868', 'country': 'US', 'state': 'CA', 'display_address': ['368 S Main St', 'Orange, CA 92868']}	Hollingshead's Delicatessen	+17149789467	$$	4.5	614	[]	https://www.yelp.com/biz/hollingsheads-delicatessen-orange-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
419	[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'karaoke', 'title': 'Karaoke'}]	{'latitude': 33.873238098051, 'longitude': -117.87605292605}	(714) 528-2755	1246.4359655941798	mariscos-playa-de-corales-placentia	https://s3-media4.fl.yelpcdn.com/bphoto/I8XarpLo9XrXyHFs6l_Iuw/o.jpg	False	{'address1': '640 W Chapman Ave', 'address2': '', 'address3': '', 'city': 'Placentia', 'zip_code': '92870', 'country': 'US', 'state': 'CA', 'display_address': ['640 W Chapman Ave', 'Placentia, CA 92870']}	Mariscos Playa De Corales	+17145282755	$$	3.5	90	[]	https://www.yelp.com/biz/mariscos-playa-de-corales-placentia?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
420	[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]	{'latitude': 33.679914885651, 'longitude': -117.88675872104}	(714) 557-6700	21373.814978922976	mesa-costa-mesa	https://s3-media2.fl.yelpcdn.com/bphoto/0WjmwXWbPCecPmVYgnjaNg/o.jpg	False	{'address1': '725 Baker St', 'address2': '', 'address3': '', 'city': 'Costa Mesa', 'zip_code': '92626', 'country': 'US', 'state': 'CA', 'display_address': ['725 Baker St', 'Costa Mesa, CA 92626']}	Mesa	+17145576700	$$	3.5	1321	[]	https://www.yelp.com/biz/mesa-costa-mesa?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
421	[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]	{'latitude': 33.7915267944336, 'longitude': -117.814292907715}	(949) 812-2253	11197.334589723447	total-request-live-band-karaoke-orange-2	https://s3-media1.fl.yelpcdn.com/bphoto/qgqKLrPtrUexK3kZpDnL3g/o.jpg	False	{'address1': '', 'address2': '', 'address3': '', 'city': 'Orange', 'zip_code': '92869', 'country': 'US', 'state': 'CA', 'display_address': ['Orange, CA 92869']}	Total Request Live Band Karaoke	+19498122253		5.0	4	[]	https://www.yelp.com/biz/total-request-live-band-karaoke-orange-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
422	[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]	{'latitude': 34.0076461794845, 'longitude': -117.964566314829}	(626) 709-3967	17851.176060129204	city-lights-cocktail-lounge-hacienda-heights	https://s3-media2.fl.yelpcdn.com/bphoto/nrpUC0vI3QzDPCHt2zRo7w/o.jpg	False	{'address1': '1257 S Hacienda Blvd', 'address2': '', 'address3': '', 'city': 'Hacienda Heights', 'zip_code': '91745', 'country': 'US', 'state': 'CA', 'display_address': ['1257 S Hacienda Blvd', 'Hacienda Heights, CA 91745']}	City Lights Cocktail Lounge	+16267093967	$$	3.0	89	[]	https://www.yelp.com/biz/city-lights-cocktail-lounge-hacienda-heights?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
423	[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]	{'latitude': 33.98896, 'longitude': -117.9061759}	(626) 460-0650	13702.812873810766	egypt-smoke-rowland-heights	https://s3-media4.fl.yelpcdn.com/bphoto/t-HNLu_Fa80nhWFVa30JCQ/o.jpg	False	{'address1': '18253 Colima Rd', 'address2': 'Ste 203', 'address3': '', 'city': 'Rowland Heights', 'zip_code': '91748', 'country': 'US', 'state': 'CA', 'display_address': ['18253 Colima Rd', 'Ste 203', 'Rowland Heights, CA 91748']}	Egypt Smoke	+16264600650	$$	5.0	139	[]	https://www.yelp.com/biz/egypt-smoke-rowland-heights?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
424	[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]	{'latitude': 34.0787591, 'longitude': -117.8882751}	(626) 332-2110	23194.97817333869	elvies-inn-covina	https://s3-media3.fl.yelpcdn.com/bphoto/C5vLuiUelZef5189sagWpQ/o.jpg	False	{'address1': '610 Shoppers Ln', 'address2': '', 'address3': '', 'city': 'Covina', 'zip_code': '91723', 'country': 'US', 'state': 'CA', 'display_address': ['610 Shoppers Ln', 'Covina, CA 91723']}	Elvie's Inn	+16263322110	$	4.0	68	[]	https://www.yelp.com/biz/elvies-inn-covina?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
425	[{'alias': 'breweries', 'title': 'Breweries'}]	{'latitude': 34.0953957, 'longitude': -117.771811}	(909) 596-5804	26313.7210736925	la-verne-brewing-company-la-verne	https://s3-media2.fl.yelpcdn.com/bphoto/D9yHvWJS4PgJb4YQELzorA/o.jpg	False	{'address1': '2125 Wright Ave', 'address2': 'Ste C15', 'address3': '', 'city': 'La Verne', 'zip_code': '91750', 'country': 'US', 'state': 'CA', 'display_address': ['2125 Wright Ave', 'Ste C15', 'La Verne, CA 91750']}	La Verne Brewing Company	+19095965804	$	4.0	99	[]	https://www.yelp.com/biz/la-verne-brewing-company-la-verne?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
426	[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]	{'latitude': 33.4655271, 'longitude': -117.6983204}	(949) 661-6003	47597.096800479965	stillwater-spirits-and-sounds-dana-point-4	https://s3-media2.fl.yelpcdn.com/bphoto/19msfywtKXwXOjn6IxsuCg/o.jpg	False	{'address1': '24701 Del Prado', 'address2': None, 'address3': '', 'city': 'Dana Point', 'zip_code': '92629', 'country': 'US', 'state': 'CA', 'display_address': ['24701 Del Prado', 'Dana Point, CA 92629']}	StillWater Spirits & Sounds	+19496616003	$$	4.0	456	['restaurant_reservation']	https://www.yelp.com/biz/stillwater-spirits-and-sounds-dana-point-4?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
427	[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]	{'latitude': 34.12819, 'longitude': -117.8426}	(626) 914-0066	28669.05115301141	clubhouse-66-restaurant-and-bar-glendora	https://s3-media1.fl.yelpcdn.com/bphoto/Gx0DbedvWD3tEPUNfwEOZQ/o.jpg	False	{'address1': '1200 E Rte 66', 'address2': '', 'address3': '', 'city': 'Glendora', 'zip_code': '91740', 'country': 'US', 'state': 'CA', 'display_address': ['1200 E Rte 66', 'Glendora, CA 91740']}	Clubhouse 66 Restaurant & Bar	+16269140066	$$	4.0	350	['pickup', 'restaurant_reservation']	https://www.yelp.com/biz/clubhouse-66-restaurant-and-bar-glendora?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
428	[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 33.9101118, 'longitude': -118.1165451}	(562) 803-9134	23803.016226532087	the-anarchy-library-downey	https://s3-media3.fl.yelpcdn.com/bphoto/VEKbO87nltT6PA5eliMIcA/o.jpg	False	{'address1': '13250 Woodruff Ave', 'address2': '', 'address3': '', 'city': 'Downey', 'zip_code': '90242', 'country': 'US', 'state': 'CA', 'display_address': ['13250 Woodruff Ave', 'Downey, CA 90242']}	The Anarchy Library	+15628039134	$	3.5	268	[]	https://www.yelp.com/biz/the-anarchy-library-downey?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
429	[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'bars', 'title': 'Bars'}]	{'latitude': 33.64386, 'longitude': -117.91973}	(949) 642-2425	25807.004421305075	social-costa-mesa-2	https://s3-media4.fl.yelpcdn.com/bphoto/7vOgoqmWwy0Oq7q26E3Xvg/o.jpg	False	{'address1': '512 W 19th St', 'address2': '', 'address3': '', 'city': 'Costa Mesa', 'zip_code': '92627', 'country': 'US', 'state': 'CA', 'display_address': ['512 W 19th St', 'Costa Mesa, CA 92627']}	SOCIAL	+19496422425	$$	3.5	754	[]	https://www.yelp.com/biz/social-costa-mesa-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
430	[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]	{'latitude': 34.0567436, 'longitude': -117.7506866}	(909) 784-3662	23098.55162246836	green-room-pomona	https://s3-media2.fl.yelpcdn.com/bphoto/CK-2VvuiiqYp1sBK0tMA3g/o.jpg	False	{'address1': '150 W 3rd St', 'address2': None, 'address3': '', 'city': 'Pomona', 'zip_code': '91766', 'country': 'US', 'state': 'CA', 'display_address': ['150 W 3rd St', 'Pomona, CA 91766']}	Green Room	+19097843662	$$	4.0	39	[]	https://www.yelp.com/biz/green-room-pomona?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
431	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 33.9389751, 'longitude': -117.938334}	(562) 694-5898	10266.552417949546	squires-inn-la-habra	https://s3-media3.fl.yelpcdn.com/bphoto/tKChR7x_WK_KNlO0WwtsSQ/o.jpg	False	{'address1': '714 E Whittier Blvd', 'address2': '', 'address3': '', 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['714 E Whittier Blvd', 'La Habra, CA 90631']}	Squires Inn	+15626945898	$	4.0	24	[]	https://www.yelp.com/biz/squires-inn-la-habra?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
432	[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]	{'latitude': 34.1093212, 'longitude': -118.1930016}	(323) 274-4755	40344.45422945609	eta-los-angeles	https://s3-media2.fl.yelpcdn.com/bphoto/gnFdPGNsxgd47FhXenuFzw/o.jpg	False	{'address1': '5630 N Figueroa St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5630 N Figueroa St', 'Los Angeles, CA 90042']}	ETA	+13232744755	$$	4.5	85	[]	https://www.yelp.com/biz/eta-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
433	[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]	{'latitude': 33.97558, 'longitude': -118.03585}	(562) 693-0078	19754.565787005096	crooked-gaff-kitchen-whittier	https://s3-media2.fl.yelpcdn.com/bphoto/RVi5yBu9K66ZeRUAkaymIA/o.jpg	False	{'address1': '13103 Penn St', 'address2': '', 'address3': None, 'city': 'Whittier', 'zip_code': '90602', 'country': 'US', 'state': 'CA', 'display_address': ['13103 Penn St', 'Whittier, CA 90602']}	Crooked Gaff Kitchen	+15626930078	$$	4.0	19	[]	https://www.yelp.com/biz/crooked-gaff-kitchen-whittier?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
434	[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]	{'latitude': 33.6299047969001, 'longitude': -117.719049985108}	(949) 951-2612	29932.02974301396	joes-place-lake-forest-2	https://s3-media2.fl.yelpcdn.com/bphoto/M2EdIzWuHtcvhlFH1VT82A/o.jpg	False	{'address1': '23600 Rockfield Blvd', 'address2': 'Ste 2Q', 'address3': '', 'city': 'Lake Forest', 'zip_code': '92630', 'country': 'US', 'state': 'CA', 'display_address': ['23600 Rockfield Blvd', 'Ste 2Q', 'Lake Forest, CA 92630']}	Joe's Place	+19499512612	$$	4.5	39	[]	https://www.yelp.com/biz/joes-place-lake-forest-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
435	[{'alias': 'divebars', 'title': 'Dive Bars'}]	{'latitude': 34.1028, 'longitude': -118.10483}	(626) 458-6470	34074.336387617535	als-cocktails-san-gabriel	https://s3-media2.fl.yelpcdn.com/bphoto/Y6O_wpMP9DJ-DoH16FwQ7g/o.jpg	False	{'address1': '413 W Las Tunas Dr', 'address2': '', 'address3': '', 'city': 'San Gabriel', 'zip_code': '91776', 'country': 'US', 'state': 'CA', 'display_address': ['413 W Las Tunas Dr', 'San Gabriel, CA 91776']}	Al's Cocktails	+16264586470	$	4.5	184	[]	https://www.yelp.com/biz/als-cocktails-san-gabriel?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
436	[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'karaoke', 'title': 'Karaoke'}]	{'latitude': 33.8890351, 'longitude': -118.1527249}	(562) 633-2583	26854.537426067145	blvd-cocktails-paramount	https://s3-media1.fl.yelpcdn.com/bphoto/gpLAgCsADnqp00AhIIbFHw/o.jpg	False	{'address1': '8410 E Alondra Blvd', 'address2': '', 'address3': '', 'city': 'Paramount', 'zip_code': '90723', 'country': 'US', 'state': 'CA', 'display_address': ['8410 E Alondra Blvd', 'Paramount, CA 90723']}	Blvd Cocktails	+15626332583	$	4.5	49	[]	https://www.yelp.com/biz/blvd-cocktails-paramount?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
437	[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]	{'latitude': 33.9827449, 'longitude': -117.7170165}	(909) 597-8333	18374.700852436494	shamrocks-grill-and-pub-chino-hills	https://s3-media1.fl.yelpcdn.com/bphoto/964ZoX8Qyzhh4HL9vAUoeg/o.jpg	False	{'address1': '4020 Chino Hills Pkwy', 'address2': '', 'address3': '', 'city': 'Chino Hills', 'zip_code': '91709', 'country': 'US', 'state': 'CA', 'display_address': ['4020 Chino Hills Pkwy', 'Chino Hills, CA 91709']}	Shamrock's Grill & Pub	+19095978333	$	3.0	101	['restaurant_reservation']	https://www.yelp.com/biz/shamrocks-grill-and-pub-chino-hills?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
438	[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'karaoke', 'title': 'Karaoke'}]	{'latitude': 34.06211, 'longitude': -117.7173}	(909) 626-9091	25129.892714942718	that-80s-bar-montclair	https://s3-media4.fl.yelpcdn.com/bphoto/3EeuxScM4bs5Svjn6cMZ1g/o.jpg	False	{'address1': '10555 Mills Ave', 'address2': None, 'address3': '', 'city': 'Montclair', 'zip_code': '91763', 'country': 'US', 'state': 'CA', 'display_address': ['10555 Mills Ave', 'Montclair, CA 91763']}	That 80's Bar	+19096269091	$$	3.0	201	[]	https://www.yelp.com/biz/that-80s-bar-montclair?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ
